,part,title,date,rating,text
19,가정생활,금쪽이들의 진짜 마음속,2022-08-15,4,"쉽게 여러가지 상황별로 설명이 나와있어서 잘 읽히고 적용하려고 해보겠습니다. 나이대별로 상황은 다르다보니, 스킵해도 될 부분도 있긴해요"
20,가정생활,금쪽이들의 진짜 마음속,2022-08-14,4,아이 교육에 조금이라도 도움이 될거라고 생각합니다
21,가정생활,금쪽이들의 진짜 마음속,2022-08-11,4,저자는 우리가 아이의 마음을 이해하고 올바른 육아의 길로 나아갈 수 있도록 조언을 아끼지 않습니다. 역시 오은영 박사라는 생각이 드네요.
22,가정생활,금쪽이들의 진짜 마음속,2022-08-08,4,육아에 정말 도움 되는 내용들이 가득합니다. 아이에게 한 발짝 더 다가간 기분입니다.
23,가정생활,금쪽이들의 진짜 마음속,2022-08-04,4,자녀의 마음을 알려면~ 읽어봐야하는 책
24,가정생활,금쪽이들의 진짜 마음속,2022-07-28,4,보고싶었던 책이예요
25,가정생활,금쪽이들의 진짜 마음속,2022-07-25,4,너무너무 좋아요. 육아할때 큰 도움과 위로가 됩니다
26,가정생활,금쪽이들의 진짜 마음속,2022-07-24,4,좋은 책입니다 만족하고 추천드릴께요^^
27,가정생활,금쪽이들의 진짜 마음속,2022-07-20,4,아이 키우면서 또한번 오은영박사님의 책을 읽으며 마음을 다스리고 아이의 의견과 생각을 존중할줄아는 마음이 생기는것같아요 늘~박사님 글귀를 되새기며 지혜로운 엄마가 되도록 노력하겠습니다^^
28,가정생활,금쪽이들의 진짜 마음속,2022-07-19,4,아이의 마음을 알고 대처할 수 있어서 도움이 많이됩니다.
29,가정생활,금쪽이들의 진짜 마음속,2022-07-19,4,그동안 아이가 행동하면 아이의 마음이 어떤지 몰랐는데 책을 보니 아이의 마음이 이렇구나 싶었어요! 아이의 마음을 알고 육아를 하면 더 도움이 될 거 같아요!
30,가정생활,금쪽이들의 진짜 마음속,2022-07-14,4,잘 읽었습니다. 도움되는 내용이 많습니다.
31,가정생활,금쪽이들의 진짜 마음속,2022-07-14,4,금쪽이들 프로그램 보고 있는데 볼때마다 어렵네요 . 우리 아이들을 돕기위한 책
32,가정생활,금쪽이들의 진짜 마음속,2022-07-04,4,동생 선물했는데 좋아하네요 감사합니다
33,가정생활,금쪽이들의 진짜 마음속,2022-06-28,4,아이의 마음을 더 잘 이해할 수 있어서 좋아요
34,가정생활,금쪽이들의 진짜 마음속,2022-06-28,4,요즘들어 부쩍 승질내는 우리 금쪽이의 마음을 이해하는데 많은 도움이 됩니다.
35,가정생활,금쪽이들의 진짜 마음속,2022-06-26,4,작지않은 도움이 되었습니다
36,가정생활,금쪽이들의 진짜 마음속,2022-06-23,3,알고 있어도 되새김질 할 이야기
37,가정생활,금쪽이들의 진짜 마음속,2022-06-22,4,잘읽었습니다감사합니다
38,가정생활,금쪽이들의 진짜 마음속,2022-06-19,4,역시 오은영 박사님! 신간이라 바로 읽었어요
39,가정생활,금쪽이들의 진짜 마음속,2022-06-18,3,아이를 이해하고 제 자신을 돌아볼 수 있는 기회가 될 것 같네요
40,가정생활,금쪽이들의 진짜 마음속,2022-06-15,4,믿고보는 책 기대됩니다
41,가정생활,금쪽이들의 진짜 마음속,2022-06-13,4,아묻따 믿고사는 책입니다. 아이들의 마음속을 알기위해 구매했어요.
42,가정생활,금쪽이들의 진짜 마음속,2022-06-09,4,금쪽이들의 속마음을 이해하게 되었어요
43,가정생활,금쪽이들의 진짜 마음속,2022-06-07,4,좋아요!!!!!!!
44,가정생활,금쪽이들의 진짜 마음속,2022-06-04,3,요즘 저에게 꼭 필요한책같아서...
45,가정생활,금쪽이들의 진짜 마음속,2022-06-03,4,금쪽이들과 생활하면서 궁금했던 점들이 해소되는거 같애요~~
46,가정생활,금쪽이들의 진짜 마음속,2022-06-02,1,너무좋아요! 잘읽혀져요
47,가정생활,금쪽이들의 진짜 마음속,2022-06-02,4,기대됩니다^^정독할거에요
48,가정생활,금쪽이들의 진짜 마음속,2022-06-01,4,"7세 5세 3세 삼남매를 키우면서 정말 성향과 기질이 다른 아이들을 인정하기 쉽지 않은 요즘. 어떤 아이에게 포커스를 맞추고 기준을 세워야 할지 모르는 요즘. 정말 나도 ""금쪽같은 내새끼""에 나가봐야 하나 고민하고 있었는데... 이 책을 읽고 반만이라도 실천하는 것이 내 목표라는..."
49,가정생활,금쪽이들의 진짜 마음속,2022-05-31,4,아이들 속마음 알고 키우면 좋을듯 합니다
50,가정생활,금쪽이들의 진짜 마음속,2022-05-31,4,금쪽이들의 진짜 마음속 ㅎㅎㅎ
51,가정생활,금쪽이들의 진짜 마음속,2022-05-28,4,아이의 마음을 잘 이해하려고 샀어요
52,가정생활,금쪽이들의 진짜 마음속,2022-05-28,4,기대되는 내용입니다
53,가정생활,금쪽이들의 진짜 마음속,2022-05-24,4,부모님들의 필독서 ! 꼭 읽어보셔요
54,가정생활,금쪽이들의 진짜 마음속,2022-05-24,4,너무 도움이 많이 됩니다
55,가정생활,어린이를 위한 초등 매일 글쓰기의 힘: 세줄쓰기,2022-09-01,4,글쓰기를 좋아하지 않는 아이에게 부담스럽지 않은 분량으로 써보게 하기 좋은 것 같아요.
56,가정생활,어린이를 위한 초등 매일 글쓰기의 힘: 세줄쓰기,2022-08-30,4,글쓰기가 미숙한 아이에게 부담없이 글쓰기를 접하게 해줘요
57,가정생활,어린이를 위한 초등 매일 글쓰기의 힘: 세줄쓰기,2022-08-19,4,"3학년인데 생각이나 상상해서 쓰는 글을 어려워해서, 부담없는 세줄쓰기 구매했어요^^"
58,가정생활,어린이를 위한 초등 매일 글쓰기의 힘: 세줄쓰기,2022-08-12,3,엄마가 보기엔 너무 좋고... 부담도 안될 것 같은 좋은 책인데..초1 남자아이에겐 좀 벅찬 가 봅니다ㅠ 잘 가지고 있다가 조금씩 그래도 시도해보려고 합니다.
59,가정생활,어린이를 위한 초등 매일 글쓰기의 힘: 세줄쓰기,2022-08-10,4,아이가 생각보다 너무 좋아하고 잘쓸거 같아요
60,가정생활,어린이를 위한 초등 매일 글쓰기의 힘: 세줄쓰기,2022-07-30,4,저학년 글쓰기 어려워해서 구매했어요. 가이드가 있어서 아이가 재미있게 글쓰기 하고 있어요. 글쓰기를 처음 시작하거나 어려워하는 친구들이 가볍게 시작하기에 좋아요.
61,가정생활,어린이를 위한 초등 매일 글쓰기의 힘: 세줄쓰기,2022-07-26,4,이 책은 처음 글쓰기를 시작하는 친구들에게 추천해요. 글쓰기를 쉽고 재미있게 할 수 있어서 강추해요
62,가정생활,어린이를 위한 초등 매일 글쓰기의 힘: 세줄쓰기,2022-07-26,4,쉽게 글쓰기 시작하게 할 것 같아요.
63,가정생활,어린이를 위한 초등 매일 글쓰기의 힘: 세줄쓰기,2022-07-21,4,"글 쓰는 것을 싫어하는 아이라 편하게 글 쓰는 연습 하라고 이 책을 구입 했습니다 안 쓴다고 할까봐 걱정했는데, 다행히 주제가 재미 있는지 불만 없이 쓰고 있습니다 120편 완주 하기를... 글쓰기 싫어 하는 아이들에게 강추 합니다 조금씩 연습하기에는 좋은 책인 것 같습니다"
64,가정생활,나는 이렇게 세 딸을 하버드에 보냈다,2022-08-03,4,불안과 죄책감을 자극하는 온갖 지식과 조언이 난무하는 와중에 오롯이 사랑하는 내 아이와 부모로서의 나에게만 집중할 수 있는 책을 만난 것 같다.
65,가정생활,나는 이렇게 세 딸을 하버드에 보냈다,2022-08-28,4,얼마전 늦둥이 셋째를 출산하였고 조리원에서 읽으려고 구매하였습니다. 자녀 셋을 하버드에 보내서 흥미있었다기 보다는 그 과정이 더 감명 깊었습니다. 오롯이 아이에게 집중하는 것이 정답이구나 싶었습니다. 연필로 줄치면서 읽었고 이대로 실천하기는 어렵겠지만 한국에서 부모로서 할 수 있는 작은 실천들은 바로 해보려 합니다. 몇번 더 정독할 것 같습니다.
66,가정생활,나는 이렇게 세 딸을 하버드에 보냈다,2022-08-27,4,얼마전 유튜브 인터뷰하신것 보고 감명깊어서 구매했습니다. 넘 훌륭하세요
67,가정생활,나는 이렇게 세 딸을 하버드에 보냈다,2022-08-23,4,좋은 내용이 많아서 도움이 됐습니다 시기별로 나뉘어서 적혀있어 좋았습니다
68,가정생활,나는 이렇게 세 딸을 하버드에 보냈다,2022-08-11,4,"괜히 세 딸이 하버드에 간 것이 아니구나, 하는걸 느낄 수 있었어요! 반성도 많이 했고, 도움도 많이 되었습니다~! 내 아이 안의 숨겨진 거인을 발견하기 위해 저도 노력하려구요^^"
69,가정생활,나는 이렇게 세 딸을 하버드에 보냈다,2022-09-05,4,추천받아서 읽어요. 우리아이의 잠재능력은 뭘까 생각하며 읽는중이에요
70,가정생활,나는 이렇게 세 딸을 하버드에 보냈다,2022-08-30,4,구성도알차고 금액도 적당하고 만족합니다
71,가정생활,나는 이렇게 세 딸을 하버드에 보냈다,2022-08-25,4,술술 읽어보기 좋은책이에요
72,가정생활,나는 이렇게 세 딸을 하버드에 보냈다,2022-08-24,4,아이들 키우는 데 도움이 되는 책 입니다.
73,가정생활,나는 이렇게 세 딸을 하버드에 보냈다,2022-08-24,4,읽어보고 도움이 되었으면 좋겠어요.
74,가정생활,나는 이렇게 세 딸을 하버드에 보냈다,2022-08-09,4,많은 도움 되었습니다
75,가정생활,나는 이렇게 세 딸을 하버드에 보냈다,2022-08-02,4,아이 인생의 밑그림을 함께 그려라.
76,가정생활,아들의 뇌,2021-12-18,3,"어렵지 않게 재밌게 술술 잘 읽히는 책입니다- 다만 아쉬운 점 두 가지는, 뇌에 관한 정보를 주는 책임에도 간단하게 해당하는 뇌의 위치 등의 그림 하나 없는 것이 아쉽네요.. 상상으로 그리면서 보긴 했습니다. 또한 진화론자가 아닌 저 같은 독자로서는 저자가 사람이 당연히 동물로부터 진화했다고 가정하고 이를 뒷받침하는 데 있어서 상당히 비논리적이라는 인상을 받았습니다."
77,가정생활,아들의 뇌,2022-07-08,4,"남자 아빠인 나도 나를 자세히 몰랐네요. 이래서 이 녀석이, 엄마가 그렇게 소리를 질러도 못 들었구나…ㅋㅋ 엄마 뿐만이 아니라 아빠도 같이 읽어야 하는 필독서라 생각됩니다. 심지어 세상의 모든 딸들도…. 머리로 이해할 수 없는 부분을 아주 쉽게 설명과 예시로 보여주고 있습니다. 사내 아이의 아빠로써 공감대가 매우 많이 가는 책입니다. 지인들에게 강력 추천하고, 선물도 하고 있네요^^"
78,가정생활,아들의 뇌,2022-05-27,4,아들 뿐 아니라 남의편을 이해하는 열쇠
79,가정생활,아들의 뇌,2022-02-06,4,엄마와 아들이기 전에 여성과 남성이라는 이성으로서 도저히 공감할 수 없는 부분에 대한 의문으로 접한 책. 의문에 대한 답을 주는 책 맞네요.
80,가정생활,아들의 뇌,2022-07-27,4,아들을 둔 엄마뿐 아니라 아빠도 같이 읽으면 너무나 좋은책. 내아이를 조금더 잘 이해할 수 있어 행복하다.
81,가정생활,아들의 뇌,2022-07-13,4,"4살 아들 키우는 엄마예요. 아들 마음 , 신랑 마음 좀 이해하고 애키우는데 도움이 될까싶어 주무했어요.. 차근차끈 읽어가는중이예요.. 끄떡이며 이해가 되기도하네요...^^"
82,가정생활,아들의 뇌,2022-07-01,3,어떤책을 읽어도 어렵네요
83,가정생활,아들의 뇌,2022-06-27,4,정독하면서 읽었네요. 실제 육아에 도움이 되렀으면 좋겠어요~
84,가정생활,아들의 뇌,2022-06-17,4,여러 정보가 있어서 도움이 많이됐어요
85,가정생활,아들의 뇌,2022-06-15,3,잘 받았고 읽기 시작했네요. 기대가 됩니다
86,가정생활,아들의 뇌,2022-06-05,4,좋은책 정말 감사드려요
87,가정생활,아들의 뇌,2022-06-05,4,안정된 감정이 뇌 발달의 핵심
88,가정생활,아들의 뇌,2022-05-27,4,아주 유익합니다. 일독을 권합니다.
89,가정생활,아들의 뇌,2022-05-17,3,아내가 이해하지 못하는 저.. 그리고 아들 둘.. 이젠 이해할 수 있겠지 ?
90,가정생활,아들의 뇌,2022-05-17,4,아이를 잘 이해하기 위해 구입해봤어요 어렵지 않게 풀어 써주셔서 읽기 쉽고 도움 많이 받았네요
91,가정생활,아들의 뇌,2022-05-13,4,정말 재미있게 잘 읽었습니다!!
92,가정생활,아들의 뇌,2022-05-05,4,아들의 뇌는 남성호르몬의 수치에 따라 좌우되고 운동이 남성호르몬을 수치는 낮출 수 있는 최고의 해결책이다
93,가정생활,아들의 뇌,2022-04-20,4,도움이 많이 됩니다
94,가정생활,아들의 뇌,2022-04-12,4,아들을 키우면서 조금 도움이 됐습니다
95,가정생활,아들의 뇌,2022-03-19,4,아들의 마음을 조금더 잘 이해해보려고 구매했는데 기대됩니다~
96,가정생활,아들의 뇌,2022-03-16,4,지루하지 않고 쉽게 잘되어 있어요
97,가정생활,아들의 뇌,2022-03-14,3,잘일고 도움받아라 좋다
98,가정생활,아들의 뇌,2022-03-07,4,"아빠, 남동생은 이상해 하고 말았지만 아들은 그럴 수 없기에.... 이미 알고있는 이야기도 있지만 새롭게 알게되는 정보도 많습니다."
99,가정생활,아들의 뇌,2022-03-06,4,잘 읽어볼께요 기대됩니다
100,가정생활,아들의 뇌,2022-03-05,4,잘읽혀요. 추천드립니다.
101,가정생활,아들의 뇌,2022-03-03,4,정말좋아요 추천드려요
102,가정생활,아들의 뇌,2022-03-03,4,"너무 좋아요, 아들맘에겐 참 유용한 책입니다! 밑줄 그으며 읽었고, 지금 뿐만 아니라, 앞으로 아들들 키우면서 두고두고 꺼내볼 것 같아요!"
103,가정생활,아들의 뇌,2022-02-21,4,"둘째 아들을 키우면서 첫째 딸과는 다른 육아가 필요하다는 걸 느끼고 있을 때, 우연히 책 광고를 보게 되어서 읽게 되었습니다. 아들의 마음과 행동을 이해하게 되어서 좋네요. 아들도 제가 책 읽는 걸 보면서 관심을 가져서 중요하게 나누고 싶은 부분은 같이 읽어주고 있어요. 아들도 스스로 자아성찰을 시작한 것 같아서 일석이조네요."
104,가정생활,아들의 뇌,2022-02-16,4,뇌과학 내용을 읽기 쉽게 잘 정리했습니다
105,가정생활,아들의 뇌,2022-02-05,4,넘 기대댑니다 ㅎㅎ:)
106,가정생활,아들의 뇌,2022-01-22,4,잘읽을게요. 기대 중입니다
107,가정생활,아들의 뇌,2022-01-21,4,좋아요 유익하고 재미있습니다.
108,가정생활,아들의 뇌,2021-12-21,3,진화론은 정말 인류의 오류인데 진화론적 관점만 빼면 좋겠어요. 아들을 이해하고 싶어 샀는데 뇌과학적으로 접근하니 상당히 도움이 됩니다.
109,가정생활,아들의 뇌,2021-12-20,4,이 책으로 아들을 더 이해할 수 있길..!
110,가정생활,아들의 뇌,2021-12-18,4,참 좋아요. 도움이 됩니다
111,가정생활,아들의 뇌,2021-12-09,4,아들 둘 키우는 친구 선물로 구매했어요.
112,가정생활,아들의 뇌,2021-12-08,4,아들키우는데 정말 도움이되겠어요~
113,가정생활,아들의 뇌,2021-12-01,4,아들은 딸과 또 다르게 대해주고 이해해줘야하는 부분이 많아 도움이 될까 구매하게 되었어요.
114,가정생활,아들의 뇌,2021-11-23,4,아들을 잘키워보고자 샀습니다
115,가정생활,아들의 뇌,2021-11-17,3,유용하게 잘 읽힙니다 좋습니다
116,가정생활,아들의 뇌,2021-11-16,4,매우 좋은 내용의 도서입니다.
117,가정생활,아들의 뇌,2021-11-07,4,아들이 정말 이해가 안가서 구매했어요. 읽는다고 바로 받아들여지진 않지만 아이를 이해하는데 많은 도움이 됩니다. 한번 더 읽을 생각이에요~
118,가정생활,아들의 뇌,2021-11-06,4,초등 고학년이 되는 아들을 더 이해하는데 도움이 될것 같아 구입했습니다.. 기본적인 내용들을 잘 활용해 봐야겠어요
119,가정생활,똑게육아,2022-08-25,4,"이 책은 교과서 정도가 아니라 이 정도면 '백과사전' 입니다. 아기 낳고 읽으면 이해가 쏙쏙 되더라고요. 애 낳기 전엔 정독하긴 했는데 뭔말인지 이해가 힘들었는데, 하지만, 애 낳고 나면 결국 궁금했던 why에 대한 대답은 모두 여기에 다 나와있었어요. 그것도 아주 친절하고 세세하게요. 여기서 입이 떡 벌어지더라고요.

작가가 이처럼 한 가지의 주제에 대해 깊숙하게 파고들 수 있다니, 지구력이 대단한 것 같다고 느꼈습니다.

내용이 독특하고 창의적인 부분도 있는데, 기본적으로 이 정도급으로 써낸다는 것은 지적인 탐구력을 넘어서 책을 써낸 작가의 뭐랄까. 되게 끈기있는 뚝심과 지구력이 느껴지거든요.

큰 그림을 보여준 뒤, 뒤로 갈 수록 세세하게 how to를 얘기해줘서 정말 유용했습니다. 일단 애가 달라지고, 저의 육아 삶의 질을 바꿔준 가장 큰 1등 공신! 이네요.

제대로 읽어봐야 진가를 알 수 있는 책인 것 같습니다. 내용이 체계적이고 방대해서, 꼭 직접 정독하시면, 육아에 빛이 뜰 거예요~"
120,가정생활,똑게육아,2022-04-13,4,"우리나라 육아서의 바이블이 ‘똑게육아(구판)’이었다면, 앞으로 우리나라 수면교육의 바이블은 ‘똑게육아(신판)’가 될 것이라 생각됩니다. 다른 수면교육 책에는 나와있지 않은 상세한 실전 적용 방법들이 낮잠연장과 마녀시간으로부터 절 구해줬어요 >_<"
121,가정생활,똑게육아,2022-03-10,4,"수면교육의 정석이라고 불리는 똑게육아 신간을 읽으면서 육아의 방향을 알고 이해할수 있었어요. 이전 책과 또 다른 전문적인 내용이 있어서 도움이 많이 되었어요. 국민육아 필독서라고 불리는 이유를 알 것 같아요. 한 페이지 한 페이지 정성을 기울인 것이 느껴져 알찬 내용이 가득하여 좋았습니다. 몇 번을 읽어도 좋을 책이라 생각하고, 육아를 하기위해선 꼭 필요한 책이라 생각해요"
122,가정생활,똑게육아,2022-02-24,4,"2개월 차 아기 엄마에요. 조리원에서부터 '똑게육아' 하도 유명해서 구매 벼르고 있었는데, 마침 신간이 나와서 바로 겟해서 정독했습니다. 진짜~~ 유용하네요. 구체적이고 실전에 써먹을 수 있겠어요. 제가 아리까리하던 부분들이 모두 명쾌하게 해결되네요. 강추!! 이대로 이해해서 임하니 확실히 애가 더 편안해지고 달라지네요! 스케줄표도 상황별로 있어 좋네요."
123,가정생활,똑게육아,2022-09-05,4,"첫째 있는 조리원 동기한테 추천받았고, 정부지원 산후도우미 기간 끝나자마자 지옥 시작, 수면교육의 필요성을 뼈저리게 느끼면서 당장 주문해야겠다 싶어서 주문했어요. 남편하고 둘이 교대로 육아하면서 밤에 잠을 버리고 읽었어요. 펜으로 밑줄치고, 중요한 페이지는 접고 남편이랑 카톡으로 공유하고 난리치며 읽었습니다. 읽으면서 책에 있는 우리애 교정개월수에 맞는 스케줄대로 바로 시도해보았습니다. 책에 여러가지 예시가 있어서 처음에는 어떤거로 할지 혼란이 됐었고, 여러번 스케줄을 수정했었습니다. 결국 저희 애한테 맞는 모범스케줄을 찾았고, 애기도 잘 따라 주어 저희에게도 육퇴를 선물해주었네요~~ 지인들한테 엄청 추천하고, 출산선물로 여럿한테 선물했습니다^0^ 국민 육아도서네요~~"
124,가정생활,똑게육아,2022-06-10,4,"밤수전략과 어떻게 밤잠을 탄탄하게 만들 수 있는 지에 대한 상세한 설명도 좋았다. 하나씩 적용해보니 아이의 잠이 달라져서 힘들었던 육아가 나아졌다.. 뒤로 갈수록 내용이 좀 더 깊어지는 측면도 있는데, 전반적인 개념들을 이해하고 조금씩 더 디테일해져서 궁금했던 부분들이 모두 이해가 되었다. 왜 진작 사보지 않았나 하는 생각이 들었다. 정교한 낮 스케줄 설계가 이루어지고 그에 맞게 하루 일과들이 잘 돌아갈 때 이를 토대로 아기의 밤잠 습관이 탄탄하게 구축된다. 특히 마지막 파트인 '최대깨시' 스케줄이 내 아이에게 잘 맞았고, 이 파트는 '모범답안지'를 제공해주고 그에 대한 상세한 해설집을 제공해주어 ""왜?"" 이렇게 하면 이상적인 하루가 되는 지에 대해 알 수 있게 해주었다. 똑같이 따라할 수는 없어도 깔린 why를 알 수 있었기 때문에 그것 때문에라도 아이를 대하는 나의 태도와 방식이 달라졌고 아이는 눈에 띄게 좋아졌다."
125,가정생활,똑게육아,2022-05-23,4,"아기가 밤엔 등대고 잤는데, 낮잠을 너무 못자서 이 책을 구입했어요. 평일엔 독박육아를 해야해서 꼭 낮잠을 잘 재워야했어요. 55일부터 책에 있는 대로 하였고, 그 날부터 아기가 낮잠을 길게 자기 시작했어요. 일주일에 두어번 정도 잘 못자더니, 책에 있는 스케쥴표대로 하니까 많이 칭얼거리지도 않고 낮, 밤 모두 잘잤어요. 그 때부터 7시에 육퇴했습니다. 80일엔 8시간 통잠, 90일엔 12시간 잤습니다. 지금 118일인데, 아직도 잘자고 잘놀고 잘먹어요. 저처럼 초산이신 분들 이 책을 추천합니다. 하루 세끼 다 먹을 수 있어요. 육퇴하고 드라마도 보고 산후요가도 할 수 있어요 여러분ㅜㅜ"
126,가정생활,똑게육아,2022-05-10,4,"정말… 혼돈의(제 성격탓에) 육아중에 만난 한줄기 빛입니다. 궁금한점들과 아기의 패턴, 아주 실용적인 팁들까지 멘붕이었던 저를 구원해주었어요. 왜지?라는 질문에 가장 많은 답을 주었고, 매번 마지막은 엄마를 응원하고 강박이나 집착하지 않아도 된다는 말로 마무리되어, 다시 한번 마음을 다잡을 수 있었습니다. 여기저기 정보가 너~무 많은데, 수유부터 수면까지 잘 정리되어 있어서 좋았구 결국 우리 아기에게 맞는 스케쥴도 나름 정리할 수 있어서 갈수록 도움이 많이 된다는 생각이에요. 가끔 헷갈리거나 기억이 잘 안나면 다시 들여다보는 육아 필독서 입니다. 막막하고 정말 많은 정보 찾아보시는 엄마들 지금 바로 사세요 :) 책 가격이 아깝지 않습니다. 그리고 여러번 보셔야해요. 다른 똑게육아 책도 있는데.. 여에 갈아 넣으셨구나 알수 있어요. 강추입니다! 감사해요"
127,가정생활,똑게육아,2022-03-20,4,"초보 예비엄마에요. 똑게육아는 출산전에 꼭! 읽으셔야 하는 필독서 입니다. 초보엄마들은 잠이 부족합니다 아기들이 새벽에 안자기 때문이죠, 똑게 육아를 보신다면 왜 신생아가 잠들지 못하는지 수면패턴은 어떻게 익히는지 알수있어요. 꼭 읽어보시길 추천해요"
128,가정생활,똑게육아,2022-03-14,4,4개월심쿵이엄마입니다 신생아때부터 접했으면 좋았을껄싶고 궁금하고 의아했던점이 많이해소되어서 좋았습니다 아기들도 패턴이만들어지면 게으른육아도가능하겠구나!!!싶고 육아를 이렇게 풀어내다니 넘신기하고 유용했어용
129,가정생활,똑게육아,2022-09-08,4,"아기를 낳기 전에 읽었다면 더 좋았을 책이에요.
육아를 시작하며 도서관에서 빌려서 봤었는데,
너무 좋아서 이번에 임신한 지인에게 선물하려고 구매합니다."
130,가정생활,똑게육아,2022-08-31,4,좋아요! 도움이 돼요!
131,가정생활,똑게육아,2022-08-19,1,수면교육 배우려고 구매했는데 내용은 좋았지만 정작 도움이 하나도 되지 않았어요.. 아쉽네요
132,가정생활,똑게육아,2022-08-16,4,출산 전부터 수면교육에 관심이 많았었는데 수면교육계의 교과서라고 부를만해요. 아기가 이제 90일 됐는데 조리원 퇴소하고 집에 온 날부터 도움받고 덕분에 통잠도 일찍 이뤄냈답니다. 무엇보다도 아기의 패턴을 파악할 수 있게 되어 아기의 울음의 의미가 졸리다 또는 배고프다 라는 신호라는 것을 시간대를 보면 알 수 있게 되어서 초보엄마지만 당황하지 않고 아기를 케어해줄 수 있어서 너무 좋았어요. 감사합니다! :)
133,가정생활,똑게육아,2022-08-09,4,아무것도 모르는 초산맘에게 바이블같은책~진짜 2시간마다 먹어야하던아이가 이제는 텀이 잡혔어요~~ ㅜㅡㅜ 아직 통잠과의 싸움중이지만 잘해보겠습니다!!! 수면의 리듬에 대핸 생각도 못했는데. 뭔가 이론적으로 접근하니 이해가 잘되요. 애바애라지만 기준을 잡고 시작하기엔 최고에요
134,가정생활,똑게육아,2022-08-03,4,육아에 많은 도움이 됩니다.
135,가정생활,똑게육아,2022-07-27,4,엄마가 처음이라 어둡고 긴 터널속을 헤메는 기분으로 하루하루를 보냈는데 머리에 불빛이 켜진 것 같았습니다! 아이의 울음이 많이 없어졌어요!!
136,가정생활,똑게육아,2022-07-19,4,열심히 읽는중이에요!
