part,Unnamed: 0,title,date,rating,text
국외소설,27,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-09-15,3,잘 읽히기는 하나 다소 유치합니다.. 옛날에 유행하고 읽어봤던 인터넷소설 느낌이 강해요
국외소설,28,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-03-06,1,번역때문인지 문체가 좀 가볍고(?) 가독성이 좀떨어져요. 내용은 좀 유치하고 후반에 급전개.. 지인에게 추천하고싶지는 않네요.
국외소설,29,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-03-05,4,좋아요 스트레스해소로 쉽게읽을수있어요
국외소설,30,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-03-03,4,가볍게 읽기 좋은 책이에요..^^잘읽었습니다.
국외소설,31,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-02-21,4,너무 재미있었요~~
국외소설,32,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-02-20,4,재밌네요. 내용이 감동적입니다. 웹소설 느낌입니다. 읽기가 너무 쉬워요.
국외소설,33,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-02-17,4,예전부터 사고싶던 책인데 기대됩니다
국외소설,34,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-02-15,4,개인적으로 추리소설을 좋아하고 읽는 편인데 베스트셀러에 오른 이 책이 궁금증을 유발해서 읽어 보려고 합니다.
국외소설,35,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-02-13,4,일본 특유의 유치한 그런 감성 너무 내 취저
국외소설,36,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-02-12,4,담담하게 전개하는 서사 속에 강한 울림이 있네요.
국외소설,37,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-02-07,3,"가슴이 좀 먹먹해지는 기분, 오랜만에 느껴봅니다"
국외소설,38,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-02-06,4,좋은책 저렴하게 구매했습니다.
국외소설,39,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-02-06,4,오랜만에 잘읽히는 소설을 발견했다. 시간가는줄 모르게 읽은 책..읽고나서 여운이 남는다..
국외소설,40,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-02-01,4,이 스토리에 빠져들었다
국외소설,41,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-01-23,4,상실과 추억의 의미를 되돌아보게 만드는. 기억의 소중함을 되새기게 하는.
국외소설,42,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-01-22,4,신비로운 책인 것 같습니다~
국외소설,43,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-09-28,4,일본작가라 그런지 항상 이름이 햇갈린다 ㅠㅠ 영희 철수 이름이면 너무 좋은데 ㅠ 책을 읽으면서 마지막에는 펑펑 울었던거 같다 ~ 남자주인공의 사랑을 나도 느껴본거 같다 ~ 그리고 하루아침에 기억이 사라진다해도 어디가에는 쌓이고 있다고 생각이 든다 ~
국외소설,44,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-09-15,1,가독성은 좋아요. 기대를 너무 많이 했나봐요…
국외소설,45,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-08-09,2,처음엔 너무 좋았는데 결말이 너무 억지스러워요..
국외소설,46,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-09-01,3,딸아이가 재미있게 읽고 있습니다.
국외소설,47,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-08-29,4,재미있게 잘 읽었습니다~
국외소설,48,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-08-19,4,해피엔딩으로 끝났었으면...
국외소설,49,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-08-13,4,"조아용,,, 진짜 읽고 싶은 책이었은데 낼부터 읽으려구요!"
국외소설,50,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-08-05,4,재미있게 잘 읽었어요~~~
국외소설,51,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-08-02,4,"오랜만에 샀던 소설, 처음부터 끝까지 주인공 2명의 시점으로 이야기 진행. 처음부터 끝까지 몽글몽글한 마음으로 읽었네요"
국외소설,52,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-07-26,3,궁금해서 구매해봤어요
국외소설,53,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-07-26,3,광고로 접한 책이라 큰 기대 없이 읽었습니다. 하지만 전개도 지루하지 않았고 로맨스 소설에서 뻔한 소재가 돼어버린 기억상실증을 가지고 작가가 전달하고자 하는 바를 잘 풀어 낸 것 같습니다.
국외소설,54,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-07-04,4,정말 재미있어 술술읽혀요
국외소설,55,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-06-29,4,기말고사 끝나고 읽으려고 샀는데 진짜 기대하고 있어요 ! 워낙 유명해서 고민안하고 샀어요 진짜 열심히 읽어볼게요 ! 아 무엇보다 책 표지 너무 이뻐서 빨리 읽고싶어여
국외소설,56,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-06-24,4,유명한 이유가 있어요 추천!
국외소설,57,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-06-16,4,구매하길 잘한 것 같아요
국외소설,58,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-06-14,4,유용하고 쓸만한 책 입니다~
국외소설,59,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-06-14,4,감동적이야 ㅠㅠ 책을 이렇게 집중해서 읽다니 책을 읽는 순간에 너무 행복했습니다 도루…ㅠㅠ
국외소설,60,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-06-07,4,유치하다고 생각했는데 눈물이..
국외소설,61,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-05-18,4,아이가 잘 읽었습니다
국외소설,62,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-05-15,4,재밌게 잘 보고 있어요
국외소설,63,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-05-08,4,아이가 받자마자 책을 놓지 않네요 너무 기다려했던 책입니다
국외소설,64,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-05-05,4,"잔잔하면서 감동있는 재미
ㅆ었엉ㅅ"
국외소설,65,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-05-05,4,마지막에 펑펑 울게 되는 책… 새드엔딩을 좋아하는 편은 아니지만 이 결말은 책의 완성도에 많은 기여를 한 것 같아 큰 아쉬움은 없습니다. 로맨스 소설을 좋아한다면 추천합니다!
국외소설,66,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-04-27,4,"오늘 밤, 세계에서~~~"
국외소설,67,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-04-12,4,좋아요 잘 읽고있어요~~~
국외소설,68,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-04-11,4,좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요
국외소설,69,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-04-09,4,가족 전체가 읽고 있습니다
국외소설,70,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-04-08,4,다른분이 추천해주셔서 읽어봤어요 읽기도 편하고 금방 읽었어요
국외소설,71,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-04-07,4,무척 읽고 싶었던 책이었는데 읽게 되어 좋았습니다. 정말 재미있고 감동적인 책이에요.
국외소설,72,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-04-06,3,재미있게 잘 읽었습니다.
국외소설,73,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-03-30,1,"어릴적 인터넷소설을 봤던터라 이 책은 너무 유치하다 ‘남자친구님은 어때~? ’ 이런식의 대화가 얼마나 유치한지. 하나의 장점은 쉬워서 잘 읽힌다는 점 인스타 광고 도서는 거르는게 맞는건지.. 눈물 없이 못 본다는 광고는 너무 과장되고 기대를 저버렸다보단 일본 감성과 안맞는듯 이젠 드라마에서도 안나올법한 기억상실증,암 소재 안그래도 뻔한 소재로 뻔한 스토리를 썼다. (28 여자 직장인)"
국외소설,74,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-03-20,4,가볍게 읽기 좋은 책. 너무 많은것을 기대 하지 말고 읽는다면 충분히 이 책의 감성에 빠져들게 된다.
국외소설,75,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-03-18,4,사랑해요. 행복해요
국외소설,76,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-03-16,4,머리는 너를 잊어도 심장은 너를 잊지 않았다
국외소설,77,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-03-14,4,아직 읽기전 이지만 재미있을듯 합니다 잘 읽을께요
국외소설,78,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-03-09,3,진부한 소재를 진부하지 않게 내 안의 소중함을 알게 해준 사랑 이야기.
국외소설,79,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-03-06,3,일본 감성의 로맨스 소설을 좋아한다면 한번쯤 읽어보면 좋을것 같은 소설. 재밌게 잘 읽었습니다.
국외소설,80,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-02-19,1,눈물은 커녕 별다른 재미를 느낄 수 없었다.
국외소설,81,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-02-06,3,광고보고 재미있을것같아서 구매했는데 그냥 일본 소설 느낌이예요 금방읽히고 재미는 있지만 갑작스런 뜬금없는 반전은 실망이였어요
국외소설,82,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-01-17,3,빠르게 잘 받았어요
국외소설,83,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-01-17,4,책 읽다 울고 웃고 다하네요 꼭 읽어보세요
국외소설,84,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-01-14,4,재미있게 잘 읽었습니다.
국외소설,85,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-01-14,4,재미있게 잘 읽었습니다^^
국외소설,86,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-01-11,3,아직 읽어보지 않았지만 재미있었음 좋겠어요
국외소설,87,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-01-10,4,결말부분이 좀 아쉽긴 하지만 중반까지 재밌게 읽었습니다.
국외소설,88,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-01-09,4,시적 감성에 따스함이 있어요
국외소설,89,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-01-07,4,아주 좋은 책입니다.
국외소설,90,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-01-06,4,재밌게 잘 읽고 있습니다
국외소설,91,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-01-03,4,좋은책과 좋은시간을 보내요.
국외소설,92,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-01-03,4,집었노라. 읽었노라. 젖었노라.
국외소설,93,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-29,4,너무 재밌게 읽었습니다 아무생각없이 베스트에 올라가 있길래 사서 봤는데 이렇게 슬플줄은 몰랐네요 저는 개인적으로 추천!
국외소설,94,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-28,4,"가볍게 시작했다가 무겁게 끝나는...
감동적인 이야기.."
국외소설,95,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-23,4,소장가치가 충분하고 누구든지 꼭 읽어봐야할 책
국외소설,96,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-23,4,배송도 빠르고 선물받은 친구가 너무 좋아해요
국외소설,97,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-21,4,재미있고 잘읽혀지는 책입니다
국외소설,98,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-19,3,인스타에 올라온 광고 글을 보고 구매했습니다. 재미있을것같다는 기대감과는 다르게 스토리가 뒤로 갈수록 급 마무리 된듯해 조금 허무하네요..
국외소설,99,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-17,4,역시는 역시다 잘읽혀요
국외소설,100,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-15,4,제목부터 뭔가 심상치않음ㅎ
국외소설,101,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-14,4,기억상실이라는 흔한 소재로 감동과 여운을 주는 최고의 소설
국외소설,102,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-13,2,잘 읽었습니다~!!
국외소설,103,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-12,4,너무재미있어요 등장하는 인물들 한명한명 전부 저의 갬성세포를 자극합니다ㅠ 다른작품도 궁금하네요
국외소설,104,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-12,4,"나한테 사랑은 책도,영화도 아니다 그렇다고 주변에서 겪은 경험담도 아니고,내게 사랑이란 이런것이다 라고 알려준건 드라마 한편이다 내게는 당연히 인생드라마인..가끔씩 리뷰에서 언급하는 연애시대.. . . 명품대사도 좋지만 손예진과감우성의 연기는 최고였고 내최애 여배우가된 작품이기도하다 사람들은 손예진을 좋아한다고 하면 눈이높다고 하는데 그건 착각이다..연애시대 손예진을 보지못한 사람들이거나,손예진이 연기한 케릭터를 좋아하는걸 모르고 하는소리다.. . . 꽤 많은 세월이 지났지만 아직까지도 연애시대만한 드라마나 영화나 책은 보지못했다..아마도 못볼지도.. 최근 서점에서 연애시대책을 종종보는데 선뜻 택하지를 않고있다 이유는 드라마의 여운이 가슴속깊이 들어있는데 이게 깨질까봐..보통은 책이 낫다고들 하지만 내게는 아닌것 같아서.. . . 이책이 내게 연애시대를 깨워주었다..읽는 내내 끝나지않기를 바랬던적은 이책이 처음인듯 그래서 더욱더 천천히 읽었는지도 나이가 50이 넘었는데도 나는 아직도 사랑만큼은 그리움의 설렘의 대상인가보다.."
국외소설,105,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-10,4,"뻔할 것 같은 소재를 풋풋하고 애달프게 풀어냈다. 다소 유치하다고 느껴질 수도 있지만, 그래서 더 순수해지는 소설."
국외소설,106,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-10,4,슬프고 감동적이었습니다 잘 읽었습니다
국외소설,107,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-09,3,젊은 시절의 순수하고 풋풋했던 기억을 상기시켜주는 책이네요. 손을 놓지 못하게 하는 묘한 몰입감이 있는 것 같아요.~
국외소설,108,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-07,4,추천받아서 읽어볼려고 합니다.
국외소설,109,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-07,3,재밌긴 한데 특유의 서양소설이라 조금 별로였어요.
국외소설,110,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-06,4,"다들 아는 이 책 감동적,,"
국외소설,111,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-06,4,재밌게 잘 읽고 있어요
국외소설,112,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-06,4,딸에게 선물했는데 몰입해서 읽지는 못하네요.
국외소설,113,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-01,4,일본 소설 특유의 분위기 좋아요
국외소설,114,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-01,4,정독하려면 인내심이 요구되지만 충분히 읽을만해요
국외소설,115,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-12-01,4,반전의 반전.. 허무한생각도 했지만 깔끔한느낌
국외소설,116,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-11-29,4,조아요~~읽기편해요^^
국외소설,117,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-11-26,4,굿굿굿굿굿 근데 일본소설이라 살짝 라노벨스러운 말투 존재ㅠㅠ
국외소설,118,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-11-26,4,진짜 너무 감동적이고 심금을 울리는 책이네요 이 책은 꼭 읽어보세요
국외소설,119,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-11-22,4,순수한 사랑이야기 잘 읽혀요 상처는ㆍㆍㆍ 사리지지 않지만 아픔이 계속되는 것은 아니다
국외소설,120,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-11-18,4,좋네요 감동적인 책이에요
국외소설,121,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-11-17,3,슬프지만 일본작가 특유의 감성이 묻어난 책이예요
국외소설,122,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-11-16,4,많이 슬프진 않네요
국외소설,123,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-11-15,3,"읽다가 갑작스럽게 방향이 틀어지는데..... 작가가 의도한 바가 무엇인지는 알겠지만, 최소한 어떠한 징후가 있었는지 떡밥을 조금씩 주면 좋았을텐데 인물이 기능적으로 소비된 느낌이 좀 있네요ㅜ"
국외소설,124,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-11-15,4,다시 동심의 세계로~~~
국외소설,125,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-11-13,3,좋아요 읽고 도움이 많이 됐어요
국외소설,126,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-11-12,3,"전형적인 일본, 대만식 첫사랑 로맨틱 소설 기억과 자아에 대해 잠시 생각을 갖게한 책"
국외소설,127,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-11-12,3,제목이 서정적이고 좋았습니다
국외소설,128,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-11-12,4,잘 읽혀서 3일만에 다 읽었네요!! ㅎㅎ
국외소설,129,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-11-10,4,내용이 더 많았으면 하는 그런 마음.. 도 일고 싶은 책.. 아쉽지만 아름다운 내용 좋아요
국외소설,130,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-11-08,4,"잘받았습니다.,..."
국외소설,131,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-11-05,4,잘 읽고 있습니다 ㅎ
국외소설,132,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-11-02,4,보면서 울컥울컥했던 장면도 있고 흐뭇한 미소를 짓게 만드는 장면도 있는 책..
국외소설,133,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-10-31,4,읽고 감성에 빠졌네요..
국외소설,134,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-10-31,4,굳굳 너무 내용이 좋네요
국외소설,135,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-10-27,3,역시나 굉장히 일본적인 로맨스 소설. 좋은 문장들도 있지만..생각보다 감동이 크진 않았다.
국외소설,136,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-10-26,4,빠른배송 굿~~~ 베리굿~~~
국외소설,137,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-10-26,4,재미있게 잘 읽었어요
국외소설,138,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-10-25,4,가슴이 찡하네요~~읽으면 좋아요
국외소설,139,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-10-23,4,홍보 보고 읽기 시작했으나 너무 재미있어요
국외소설,140,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-10-23,4,가볍게읽기좋은책입니다
국외소설,141,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2021-10-22,3,헐.... 충격적이야....... 하지만 신선했다. 하지만의 하지만? 급전개인 감이 없잖아 있음.
