id	document	label
100	역사공부가 문득 하고싶어서 이것 저것 찾아보다 이책이 추천으로 자주 뜨길래 구매했습니다 책 자체는 오래 전부터 익히 알고 있었던지라 과연 이 두꺼운 책에 도전 할 수 있을까 걱정부터 들었지만 일단 구매 하면 언젠가는 읽겠지 싶어 대뜸 사버렸어요 역시나 읽기전 리뷰입니다~ 하하	1
101	의미로운 어떤 질문과 마주하는 기쁨을 누리세요.	1
102	너무좋은책이입니다 추천해요	1
103	고등학교 올라가는 조카가 읽어야한다고해서 주문했어요 생각보다 어려운 책 인거같아요	1
104	여러가지로 깊게 생각할 수 있는 계기가 되었습니다.	1
105	정독해 보려고 합니다	1
106	강추하는 책이라 좋을거 같아요.	1
107	집중하고 정독하면 좋을고같아요	1
108	아주 좋습니다 아이와 함께 봅니다	1
109	믿고보는베스트셀러~~다읽을수있을지ㅎㅎ도전!!	1
110	지인께 선물해 드렸는데 좋아요! 교보 혜택도 받고 너무 유용해요!	1
111	...잘 읽었어요.	0
112	흥미진진할것으로 생각된다.	1
113	인생책입니다. 잘 안읽힐수 있지만 무조건 읽어야 하는 책이 아닐까 싶네요. 선입견과 고정관념을 버리고 꼭 보시길~세상을 보는 통찰력이 생길거에요^^	1
114	현대인들에게 필요한 통찰을 주는 책입니다.	1
115	역시 흥미로운 책입니다.	1
116	유명한 교양서적(?) 사피엔스를 책장에 꽂기로 결심했습니다! 읽는 책의 종류를 넓히고자 합니다. 읽고 나서 관련 영상들을 찾아볼 예정입니다;	1
117	인류에 대한 엄청난 고찰이 수반된 대단한 예측이자 분석 이런 사람을 천재라고 안 부르면 과연 누가 천재일까?	1
118	추천받아서 꼭 읽고 싶었던 책!!	1
119	"배송 잘 받았으며	 잘 읽어보도록 할게요. 감사합니다."	1
120	너무 너무 감사합니다.	1
121	총균쇠와 더불어 읽어보면 좋은 책	1
122	예상보다 잘 읽힙니다. 필독서로 적극 추천합니다.	1
123	인류의 역사를 책 한권에 담아냄	1
124	읽기 좋은 책이네요 조ㅎ아요	1
125	어렵지않고 기발하고 유익하다	1
126	조카 선물로 교보문고 바로드림으로 구입했습니다. 사회 초년생이 된 조카의 앞날에 도움이 되길 기원합니다.	1
127	왜 베스트셀러인지 알겠더라고요 두꺼운데도 재밌게 읽었어요 상식이 많이 채워질거라 생각합니다	1
128	책장 한 켠을 기꺼이 내어 줄만한 책	1
129	배송 빠릅니다 내용 좋아요	1
130	꼭 한번쯤 읽어보아야할 책입니다.	1
131	몇년간 구매할까만 망설이다 도서관대여로 읽어보다 역시 소장용이다 싶어 구매했어요. 천재!!!!	1
132	인류에 대한 흥미로운 관점 역사 종교 부분은 좀 지루	0
133	꼭 읽어야 하고 읽기를 권장합니다	1
134	처음엔 좀 어려운것 같아 속도가 나질 않았는데 점점 읽어나가는게 수월해진것 같아여...	1
135	빠른배송 굿굿굿굿굿	1
136	잘 받았습니다 잘 읽을게요	1
137	인간 문명의 발전을 보며 앞으로 미래를 바라볼 수 있을것 같아 읽고있는 중입니다	1
138	전자책으로 다 읽고 좋아서 소장용으로 구매	1
139	인류의 역사에 대해 깊게 생각해보는 계기가 될것 같은 책	1
140	작가의 상상력에 족경을 표합니다 이 책을 읽으면서 인간에 대한 생각이 많이 바뀌었습니다~~^^	1
141	정독합니다! 좋아요	1
142	너무 재미있고 흥미롭습니다	1
143	사피엔스는 진화하고 현재 다른종을 진화시키고있다.	1
144	너무읽고싶엇는데 드디어 구매햇네여	1
145	인류 공부에 도움 됩니다	1
146	음미하며 잘보겠습니다	1
147	흥미로운 주제 덕분에 재미있게 책을 읽을 수 있었습니다. 인류의 역사를 알아보기 좋은 책이에요	1
148	자연의 섭리에 도태되지 않게 준비를 생각하게 해주는 책	1
149	역시나 명불허전입니다.	1
150	인류 공부에 도움 됩니다	1
151	음미하며 잘보겠습니다	1
152	흥미로운 주제 덕분에 재미있게 책을 읽을 수 있었습니다. 인류의 역사를 알아보기 좋은 책이에요	1
153	자연의 섭리에 도태되지 않게 준비를 생각하게 해주는 책	1
154	역시나 명불허전입니다.	1
155	우리가 모두가 지금을 살아가고 다음시대를 맞기 위해서 고민해야할 것들이 모여있다. 읽을수록 생각이 많아진면 잘 읽은 것이 아닐지... 자유로운 생각을 글로 펼쳐내는 우발 하라리의 글쓰기가 참 부럽다.	1
156	딱딱할것 같지만 상당히 재밌습니다	0
157	인류의 역사를 선사시대 부터 미래까지를 기술하는데 있어 과학에 근거하여 기술함으로 주장에 대한 신뢰도를 높여 읽으면서 설득이 되어 간다.	1
158	남편이 부탁해서 구매했는데 무척 잘 읽어요.	1
159	누구나 읽고 인간에게 국가란 무슨의미인지 과학이 왜 발전하게 되었는지 생각해보길	1
160	워낙 유명하지만 제대로 읽어보지는 않은...책인것 같습니다 이번에야말로...!!	1
161	아직 읽기 전이지만 기대되네요	1
162	좋은 책 잘 읽었습니다!	1
163	유발하라리 세계적인 석학으로 불리는 이유가 있습니다. 세상을 읽고 싶다면 이 책을 읽으세요	1
164	깊이 이해하려면 정독해야 하고 정확히 이해하려면 배경지식이 좀 필요해요. 생각보단 오래걸리지만 통찰이 오는 책!	1
165	초등학생이 읽기 어려운 책인데 담임쌤 추천으로 샀어요. 아이가 읽기엔 좀 어려워해요	1
166	필독서라 샀어요 . 재밌어보여요	0
167	읽고 싶었던 책이어서 구매했습니다. 워낙 유명한 책이라 기대가 되네요.	1
168	동물들 중 뛰어난 사고의 능력으로 새로이 사는 사람의 모습을 정확히 연출을 해주니 다시금 나 자신을 돌아보며 앞 날을 상상해보게 합니다.	1
169	"사람의 이야기란? 역사속에서 또 다른 변화를 연출하게 해주니	 새로운 상상속의 사피엔스로 연출해주니 또 다시 보게 딥니다."	1
170	인간의 역사에 대해 전체적으로 알 수 있어 좋아요	1
171	과학의 혁명이 인류 스스로 무지를 인정하고 전대미문의 힘을 얻기 시작했다는 사실이...놀라웠다	1
172	인류학에 대해 잘 설명해줘요	1
173	살짝 어려워요 그래도 읽어볼만합니다	0
174	살짝 어렵네요 ㅠㅠ	0
175	"아직 읽진 못했지만	 기대 됩니다."	0
176	내용 너무 좋습니다^^	1
177	좋은 책입니다. 추천합니다.	0
178	진짜 책 좋습니당	1
179	스테디셀러라 구입했어요. 유익해요.	1
180	인류사 명고전	1
181	진짜 좋아요! 추천합니다!	1
182	추천합니다!	1
183	이북으로 가지고 있는데 아무래도 책이 좋을것 같아서 재구매 했습니다.	1
184	재미있습니다. 어떤 새로운 법칙을 배운다기 보다는 지금까지 주어진 지식들을 다른 방향으로 보게 하는 책이라고 생각됩니다.	1
185	시작은 쬐금 어려워요^^	1
186	재미있어요	1
187	잘 읽었습니다~ㅎㅎ	1
188	좋아요	1
189	괜히 베스트셀러가 아닙니다. 너무 좋아요	1
190	나의 정체성에 대해 생각해 볼 수 있는 계기가 되는 책으로 모든분들이 읽어볼만한 가치가 있는 책이에요 추천	1
191	워낙 방대한 양의 정보가 있다보니 읽기 쉬운 편은 아니지만 좋은 것 같아요.	1
192	아직읽지는못했지만 평보면 만족할듯	1
193	유발하라리작품 생각보다 쉽게 읽히고 재미있어요	1
194	아직모르겠어요	1
195	좋아요	1
196	어려운 내용이지만 유익하네요	1
197	필독서.	1
198	"유일하게 존재하고 있는 호모 사피엔스
이 책은 인지혁명	 농업혁명	 인류의 통합	 과학혁명의 내용으로 되어 있다."	1
199	브라잇이 추천해준 책이라 읽었는데 흥미로웠어요!	1
200	좋아요	1
201	어려운 내용이지만 유익하네요	1
202	필독서.	1
203	"유일하게 존재하고 있는 호모 사피엔스
이 책은 인지혁명	 농업혁명	 인류의 통합	 과학혁명의 내용으로 되어 있다."	1
204	브라잇이 추천해준 책이라 읽었는데 흥미로웠어요!	1
205	이제서야 읽어본 사피엔스. 왜 사피엔스가 유일한 인류류 남게 되었는지를 10만년 전으로 거슬러 올라가 생각해본다. 인류 문명/문화사를 훑어오며 미래를 전망하고 있는 책. 시대별로 서술하되 논리성을 잃지 않은 저자의 명석함이 돋보이는 책으로 누구에게나 추천하고 싶다.	1
206	아주 좋은 책입니다.	1
207	주제가 조금 어려워요ㅠㅠ	1
208	좀 읽다 쉬고 있어요	0
209	약간 지루해요	0
210	유발 하라리의 인류에 대한 깊이 있고 놀라운 통찰력이 있는 작품이다.	1
211	유발하라리의 인류에 대한 놀랍고도 통찰력있는 너무도 유명한 베스트 셀러작이리라서 리뷰가 무슨 소용인가 싶을 정도다.	1
212	영상이나 리뷰나 띠지에 써진 말들을 봤다. 요즘 정말 많은 사람들이 관심을 가질만한 사건같다는 생각을 했다. 이 시리즈 3부작인 걸로 알고 있는데 끝까지 잘 읽고 싶다는 욕구가 마구마구 들게 해주는 책이다.	1
213	"인간의 역사와 문화	 이데올로기(경제- 자본주의. 종교)에 관한 연결고리를 하나씩 꿰어 나가는 느낌이 들었습니다. 인류의 역사와 미래에 대해 조금이나마 고찰할 수 있는 글입니다."	0
214	"그동안 밀려있던 책들을 완독하고	 비교적 늦었지만 책을 구매해서 읽기 시작했다. 문장이 간결하고 번역도 잘 된듯하다. 사유의 즐거움을 느낄수 있다."	1
215	정독해요	1
216	내용자체가 엄청 신선하고 흡입력이 있어요!!	1
217	오랜만에 책다운 책을 만났네요. 난이도가 좀 있지만	1
218	좋아요	1
219	여기저기 흩어진 생각들을 모아서 정리해보는 시간을 가지게되네요.	1
220	한번쯤 읽어보기 좋은책	1
221	완전 재밌고 내용도 괜춘	1
222	인류의 진화과정을 흥미롭게 알게 해줍니다. 재밌는책입니다ㅎ	1
223	소장가치가 있는 책입니다	1
224	좋아요	1
225	전자책으로 읽다가 너무 답답해서 종이책으로 다시 구매했어요.	1
226	좋은 책	1
227	일단 앞부분만 읽고 있는데 재밌네요	1
228	재밌어요~ 올해 나의 첫번째 책으로 픽!!!	1
229	이래서 독서가 필요함	1
230	좋아요. 잘 보고 있습니다.	1
231	조금 어렵지만. 끈기있게 읽고 있어요 재미있어요^^	1
232	너무도 읽고 싶은 책이었어요	1
233	책이 두껍긴하지만 틈틈히 읽는 재미가 있습니다	1
234	너무 좋아요~	1
235	"지평이 넓어진 느낌입니다. 7만 년간의 방대한 분량을 훌륭한 스토리텔링으로 이해하기 쉽게 풀어냅니다. 범람하는 지식에 힘들었지만	 열심히 읽고 소화했습니다."	1
236	좋은책입니다	1
237	인류문명에 대해서 깊이 생각할 수 있게 해주는 책이네요.	0
238	좋아요	1
239	빅퀘스쳔이란 방송보고 어떤 사람 어떤 얘긴지 궁금해서 주문했어요 꼼꼼히 정독하려고 합니다	1
240	재밌네용. 인류학 등등.. 읽어볼만해요	1
241	괜히 필독서겠는가. 고등학생부터 읽으면 딱 좋을 것 같다.	1
242	좋은 책 잘 읽을께요	1
243	책 잘보고 있어요	1
244	읽고있는중입니다	1
245	집중해서 읽어야하는 책이네요	0
246	생각을 많이 하게 되네요	1
247	좋아요	1
248	좋아요	1
249	재미있어서 착을 놓지 못하겠어요	1
250	집중해서 읽어야하는 책이네요	0
251	생각을 많이 하게 되네요	1
252	좋아요	1
253	좋아요	1
254	재미있어서 착을 놓지 못하겠어요	1
255	누구나 알고 있듯이 읽기에 좋은 그리고 한번은 읽어 보아도 좋은 책	1
256	딸아이가 읽겠다는데 응원하고 있습니다..^^	1
257	정독중입니다 좋은책이네요	1
258	"책을 읽어가며 유발 하라리의 통찰력과 폭넓은 지식에 굉장히 놀랐고	 그러한 데이터들을 모았다는 것이 대단하다고 생각했다."	1
259	"역사	 진화	 인류학 등 다양한 분야를 아우르는 통섭적 고찰이 흥미롭다."	1
260	만족합니다.	1
261	재미있게 읽겠습니다.	1
262	명저를 읽기 위해 구입했습니다. 정독할게요	1
263	논리적이고 정리가 잘된 글이에요	1
264	지구 대서사시 방대한 스토리에 감동할 준비를 미리 하고 보아야할 책	1
265	잘읽혀요	1
266	어럽지만 열심히 읽고 있어요	0
267	인류의 역사를 알수있는 책	1
268	아직 안읽어봤지만 기대돼요	1
269	역시 좋아요	1
270	좋어요	1
271	유용한 관점들이 몇있지만 책 읽기 즐겁지는 않았다	0
272	좋아요	1
273	세상을 보는 눈을 더 트이게한다	1
274	재밌어요	1
275	기대됩니나	1
276	괜찮게 잘 읽혔어요	0
277	유익해요 ^^	1
278	잘 받고 잘 읽고 있습니다 감사합니다	0
279	기존의 지식에 반론된 저자의 생각을 읽다보면 어느새 공감하고 있는 나 자신을 보게 될 것이다.	1
280	"열린 관점	 다양한 관찰	 복합적인 전문화된 여러분야의 학습이 앞으로 중요한 갈이라 느껴지는 글"	1
281	좋은내용으로 잘 읽겠습니다	1
282	어려운듯 하지만 정독할랍니다	1
283	페이지가 좀 있는 편이지만 잘 보고 있습니다.	1
284	아주 좋습니다 필독	1
285	"초딩딸램이 사 달라고 해서 샀는데	 아직 안 읽고 있습니다. 이렇게 두꺼운 줄 몰랐나 봐요. 제가 읽고 독서평 다시 올리겠습니다."	0
286	재밌게 읽고 있습니다. 유익하네요	1
287	역사를 반추하여 지금을 살아간다	1
288	정독하면 재밌어요. 모두 행복한 사피엔스가 되길 희망합니다.	1
289	유발하라리 진정 이야기꾼이네요. 어려울수 있는 내용으로 600페이지에 달하는 이 책이 이렇게 술술 읽히다니...... 도전으로 시작한 책이었는데 정말 그냥 읽혀요~~	1
290	재미있어요	0
291	재미있어요	0
292	배송도빠르고 만족합니다.	1
293	최고의 인문서적 입니다.	1
294	좋아요	1
295	눈이 침침해 오래 읽지는 못해도 예전에 세계사 읽는 기분으로 읽고 있답니다	1
296	쉽지않은 책이지만 나름 재미있습니다	1
297	"제레드 다이아몬드의 총균쇠 급 정도는 아니지만 훌륭한 도서이다
공자를 성인이라 하면 맹자를 아성이라하듯이..../"	1
298	디베이트 교재로 구입했습니다	1
299	필독서입니다	1
300	눈이 침침해 오래 읽지는 못해도 예전에 세계사 읽는 기분으로 읽고 있답니다	1
301	쉽지않은 책이지만 나름 재미있습니다	1
302	"제레드 다이아몬드의 총균쇠 급 정도는 아니지만 훌륭한 도서이다
공자를 성인이라 하면 맹자를 아성이라하듯이..../"	1
303	디베이트 교재로 구입했습니다	1
304	필독서입니다	1
305	난해하지만 도전해 볼 만한 가치가 있습니다.	1
306	좋아요	1
307	당연시 여기며 살았던 것들에 대한 본질을 설명해주고 있어서 너무 재밌게 읽었어요. 특히 농업혁명 파트 흥미로웠어요 기대를 많이 했어서 실망하면 어쩌나 했는데 문체도 문더더기 없고 깔끔하고 내용도 쉽게 잘 풀어놓았어요. 두번세번 읽으면 더 좋을 책이에요. 아주 만족 :)	1
308	필독서입니다	1
309	인류의 문화와 정체성 등을 다른 시각에서 바라보게 만드는 책이다. 제레드 다이마몬드 교수의 평이 틀리지 않았다.	1
310	선물하기 위해 또 구매합니다.21세기의 필독서.	1
311	토론교재로 구입했습니다	1
312	저는 인류의통합까지는 술술 잘 읽혔어요 전반적으로 새로운 시각이 신선했고 나름 공감되는 부분도 있고 배움이 있는 책입니다 같이 구매한 호모데우스도 기대가 됩니다	1
313	어렵지만 재밌는부분이 있네요	1
314	우리 인류의 역사를 알 수 있다	1
315	두꺼운 책을 다 읽었다는 자만심 보다는 새로운 세계에 대한 준비 마음을 가지게 하는 명서	1
316	한번 읽어 보는게 아니라 두고 두고 볼 책입니다	1
317	"어려운 책이지만	 읽음으로 지식+1 추가되었습니더."	1
318	인간에대해 생각해봅니다	1
319	필독서라고 하여 구입했어요 아직 몇쪽 안읽었지만 재밌을거같아요	1
320	기대되는 책입니다. 읽는 중~	1
321	기대되는 책입니다	0
322	어려운 얘기가 술술 읽혀요	1
323	내용 신박했다 그걸로 됐다	1
324	굿굿ㅎㅎ	1
325	"기대 반 걱정 반...
부디 어렵지 않기를..."	1
326	난해한 책이지만...도전^^	1
327	사피엔스 읽기어려워도 재미나요	1
328	잘 읽어 보겠습니다	1
329	너무 좋아요. 꼭 ~~	1
330	방대한 지식이 너무나 쉽게 한번에 다가온다	1
331	세상을 보는 예리한 눈	1
332	요즘 언론에서 많이 언급되는 책이라 읽게 됐는데 재미있습니다	1
333	초반 부분을 조금 읽었는데 논리적이고 흥미롭습니다	1
334	생각보다 어렵지 않고 잘 읽힙니다	1
335	기대됩니다	1
336	책은두꺼워도 좀느리지만 잘 읽혀요	1
337	무엇을 예상하고 기대해도 그 이상의 충격을 선사하는 책	1
338	어렵다고 생각해서 미루고 미루다 이번에 사서 앞부분 읽어봤는데 생각보다 잘 읽히고 내용도 흥미로워요	1
339	두껍지만 재미있다	1
340	꼭 읽어봐야 할 책	1
341	천천히 정독하고 있습니다 책 끝까지 읽고 난뒤를 기대해 봅니다	1
342	드뎌 이제 읽네여 너무 너무 기대되여 ㅋ	0
343	어려운 내용을 이야기처럼 이해하기 쉽게 써준 책. 두껍지만 잘 읽혀요! 소장하고 여러번 읽어야 할듯 합니다.	1
344	꼭 읽어야 할 책!	1
345	인류의 문명화를 풀어나가는 내용과 관점에서 감탄하게 됩니다! 정독할수밖에 없어요	1
346	잘읽었습니다	0
347	좋아요.	1
348	인지혁명에서 지금까지 그리고 미래...	1
349	너무 두꺼워 벽돌책이라 불리는 ^^ 도전합니다 한자 한자 음미 하면서 읽어봐야겠어요	1
350	인류의 문명화를 풀어나가는 내용과 관점에서 감탄하게 됩니다! 정독할수밖에 없어요	1
351	잘읽었습니다	0
352	좋아요.	1
353	인지혁명에서 지금까지 그리고 미래...	1
354	너무 두꺼워 벽돌책이라 불리는 ^^ 도전합니다 한자 한자 음미 하면서 읽어봐야겠어요	1
355	쉽지는 않지만 꼭 한번은 읽어봐야 하는 책이에요.	1
356	유발 하라리..그는 전설...ㅋㅋ	1
357	다 읽었지만 50%도 이해하지 못했네요. 하반기에 다시 읽어야겠습니다. 너무 유익한 책입니다	1
358	재밌어요. 슬슬 읽혀요	1
359	인간이 지구에게 영향을 끼쳐왔던 사실을 생물학적으로 설명한 책. 더 나아가서 인간이 얼마나 잔인해 왔는지 알 수 있음.	1
360	현시대를 바라보는 새로운 통찰력을 갖게 해주는 책이다.	1
361	"흥미롭고	 색다른 이론들입니다"	1
362	아직 읽기전이지만 새로운 관점을 볼수 있을것같아 기대되요	1
