id	document	label
3063	와이프가 너무 재밌게 읽었답니다. 와이프의 책읽는 모습을 볼 수있게 해주셔서 감사합니다	1
2763	재미있네요.	1
3508	자기 전에 조금만 읽어봐야지 한 게, 시간가는 줄 모르고 반을 읽어버렸네요. 흡입력 최고!	1
83	학교다닐때 읽다가 소름 돋은 기억이 있어 다시 읽어보려고 주문했어요ㅎㅎ	1
3080	너무 재밌고 가볍게 읽기 정말 좋아요~	1
3335	술술잘읽혀요..한번에 다 읽어버린 잼있고 생각하게도하 소설책였어요	1
3359	라플라스의 마녀 이후로 새롭게 읽은 책입니다. 감동도 있고..재미있네요!	1
3395	하도 좋다고해서 구매한 책.. 나는 그닥...	0
1852	좋은책	1
1336	"히가시노게이고를 처음 접했을 때 충격 그 자체였다
어린나이에 추리 소설을 읽고 무서워했던 기억이 남는다 ㅎㅎ^^
이번에는 조금 다른 방향의 책이라고 해서 구매해봤다.
긴 연휴 읽으며 즐거운 시간 보내야지"	1
2484	너무 재밌어서 영화까지 찾아 봤네요	1
841	감동적인 내용과 몰입도가 강한 스토리 때문에 오래 기억에 남는 책이었는데 리커버되서 나오니 정말 좋네요~	1
3415	말이 필요없는 책.	1
3321	책을 읽다가 몇 번이나 눈물이 났습니다.	1
765	기존에 있는데 소장용으로 하나 더 구매 했네요	1
2617	이 책 완전 빠져서 몇일만에 읽었어요. 두꺼워서 걱정했는데 그럴걱정이 없네요!	1
544	좋아요오오	1
478	시간 가는줄 모르고 읽었습니다.	1
1343	생각보다 책이 두꺼워서 놀랐는데 읽다 보니 시간 가는 줄 모르고 읽게 되는 책이었어요. 등장인물의 사연에 함께 울고 웃기도 하고, 또 그들의 이야기에서 누구나 작든 크든 고민을 안고 살아가고 있다는 것에 위안을 얻기도 했습니다. 오랫동안 베스트셀러에 이름을 올리고 있는 것이 왜인지 읽고 나서야 이해가 되었어요. 많은 사람에게 추천하고 싶습니다.	1
1935	나미야잡화점에서 일어나는 신비한 기적이 위로와 구원이 되는 이야기. 너무 좋았어요.	1
655	잘 읽혀요 재밌어요	1
284	꼭 읽어봐야 할 책이네요	1
1906	아직 시작은 안했지만 너무 기대됩니다	1
3045	잡은 순간 다 읽었습니다 길지만 정말 재밌습니다	1
3512	히가시노 게이고는 천재인거 같음	1
3035	히가시노 게이고의 작품을 모으는 중인데, 재밌게 읽었습니다.	1
2779	왜 이렇게 인기있는지 알겠네요ㅎ	1
1632	히가시노게이고 짱	1
1154	잘읽었어요 ㄱㅅㄱㅅ	1
1306	넘 잼난 소설 ... 내용이 궁금해서 빨리 책장이 넘겨지네요~	1
675	쉼 없이 쭉 읽히는 재미있는 책입니다..	1
469	감동적이구요 잘읽혀요!!!ㅎㅎ	1
430	적극 추천합니다~!	1
1704	내 인생 베스트 중 한 권!!	1
2607	쉽고 재미있어요	1
917	재미있게 읽어서 선물하려고 또 구입했어요.	1
167	따뜻합니다	1
1012	너무 재밋고 잘 읽혀서 좋아요	1
1436	마무리가 살짝 아쉽지만 재밌어서 다음 내용이 궁금하단 생각이 들어서 계속 읽게됐어요.	0
1670	넘 재미있게 읽었어요~^^	1
477	마음이 따듯해지는 책입니다.	1
2743	방대한 떡밥을 이렇게 까지 잘 회수하는 작가는 처음본다	1
1360	잼나요~	1
1271	쉽게 읽히며 인연의 고리가 시비롭게 얽힌 이야기.	0
1179	너무 재미있어서 하루에. 다. 읽었습니당	1
57	책 잘 읽고 있어요	1
1555	마음이 따뜻해지는 책 1권 입니다.	1
209	이제야 읽네요. 역시 책은 소설 읽을때가 제일 빠져듭니다.	1
3554	재미있게 읽을 수 있는 책입니다.	1
1857	정말 재미있게 읽었습니다	1
426	항상 얇은책만보다 첨으로 두꺼운책을 도전한건데 너무 술술 잘읽혀요^^ 오랫동안 베스트셀러인 이유가 있네요!	1
2434	딸이 읽어싶어해서구매했어요	1
557	유명한 책 이지만 별로 내키지않아서 읽을 생각조차 안 했었는데 한번 읽어보니 알겠네요	1
2184	감동과 재미 그 끝은??	1
3610	히가시노 게이고니까	1
2481	중학생 아들과 함께 재미있게 읽었습니다	1
493	잘 보고 있습니다~:)	0
962	꼭 읽으시길~ 시간가는줄모르고 읽었네요~	1
2000	말이 필요없는 저자의 말이 필요없는 좋은 작품이다. 언제나 최고의 작품만을 써내는 작가.	1
3599	감동적인 추리소설? 못 믿겠다면 읽을 것!	1
988	군생활하면서 읽을만한 책을 찾던중 우연해 이 책을 읽어보았는데 생각보다 잘읽히고 내용도 너무 좋았습니다!	1
3059	선물했는데 무지 좋아하네요	1
2331	아주 두껍지만 순식간에 읽게 되는 책	1
1731	역시 기대한만큼 재밌네요:)	1
1708	한참을 미루다 읽은 책입니다. 큰 부담없이 술술 읽히고 불편한 요소도 없으니 맘에들어요	1
3128	지인들에게 책 추천받으면 항상 이 책은 포함되어있길래 주문했습니다. 재밌길 바라며!	1
2158	책이 너무 예뻐요~	1
2586	시간가는지 모르고 읽게되는 히가시노 게이고 책 이번에도 기대해봅니다.	1
3196	너무 재밌게 읽었습니다~ 이 책도 선물해야겠어요~^^	1
1942	초반에 훅 끌려서 읽다가 중반엔 흥미 잃었다가..ㅎ 다시 후반부 집중하니까 재밌네요	1
1001	내용이 훌률했어 작가분의 또다른 책들을 찾아 읽게 하네요 맘에 듭니다	1
2734	친구들에게 선물했어요!	1
337	읽을수록 다음 내용이 궁금해지는 책이에요 그래서 금방 금방 읽히고 흥미롭네요	1
2863	개뚤잼몰카	0
1447	베스트셀러라 너무 기대를 했나봐요. 두께에 비해 잘 읽히고, 적당한 감동도 있고 괜찮은 편이 였습니다.	0
1545	책 좋아요	1
560	소재도 좋고 마음이 따뜻해지는 소설	1
818	나에게도 나미야 잡화점 같은 곳이 있었으면~	0
391	마음이 따듯해져요!	1
738	고민이있으면ㅎ	1
2887	아주 재밌네요~ 술술 읽혀져요~ 히가시노게이고 작가의 다른작품 주문합니다~	1
1069	택배를 받고 확인해보니 콕 찍혀있네요. 일부러 중고말고 새책으로 구매했는데 이렇게 오니 기분이 좀 그렇네요..	0
938	그냥 밋밋하게 읽혀요	0
3019	재밌어서 금방 읽히고,시간도 금방가요ㅎㅎ이거다읽으면 가면살인사건읽을거예용ㅎㅎ	1
3301	아름답고 찬란한 기적..내 인생의 터닝포인트가 된 책	1
1543	재밌게 술술 읽었던것 같습니다 감동적인 부분도 있었고 상담해주는 내용을 통해 배울 점도 있어 유익했습니다	1
3143	재밌어요ㅋㅋ	1
2436	딸이 읽어보고싶다해서 구매했어요.	1
258	좀..지루하긴 하네요 뭔가 활활 타오르게 빠질 구간이 엄써요 ㅜ	0
2400	신기한 나미야 잡화점의 기적	1
1651	30년의 타임슬립을 통한 고민상담	1
217	믿고읽는 히가시노게이고	1
3140	재밌어요~~ ^^	1
1323	추천을 통해 너무 늦게 읽게된 책입니다. 계속 독서해야지 하다가 오랜만에 큰맘먹고 읽기시작했는데 진짜 금방 100페이지를 넘게 읽어버렸어요!!!	1
511	읽기 쉽고 재밌는 좋은 책~~~	1
1010	소재 도입이 흥미롭다	0
2904	재미있을것 같아요.	1
527	하루만에 다읽힙니다. 적극추천합니다	1
1957	히가시노 게이고의 저력을 보여주는 책	1
133	상담자 사연의 옴니버스 형식같아 보이지만, 서로의 인생에 영향을 주며받으며 살고있는 모습을 잘그린 감동이 있는 소설	1
415	"몇권 주문한게 있어서 아직 읽어보진 않았지만 괜찬을것 같아서
주문했어요.나중에 읽어보구 다시 올릴께요."	1
36	재밌습니다. 글이 술술 읽힙니다	1
1536	좋아요 스토리가 탄탄함!	1
65	재밌게 잘 읽었습니다.	1
1283	너무 잘 쓰여진 소설 푹 빠져서 잘 읽었습니다 자연스럽게 이야기가 연관되는걸 보며 정말 대단하다고 느끼면서요... 오래간만에 멋진 소설을 읽었습니다 나미야 잡화점은 정말 기적이네요	1
2740	읽는내내 다음내용은 어떻게 이어질까 궁금해하면서 다 읽을때까지 너무 재밌게 읽었습니다	1
639	영화보고 책을 구매...좋은 내용이라 잘 읽히네요	1
3537	잔잔하고, 따뜻한 이야기. 두껍지만 엄청 쉽고 빠르게 읽히는 치유 소설.	1
1225	아직 읽기전이라서.. 원하던책을구매해서 기대하고읽겠습니다	0
1219	집중해서읽게되네요	1
1434	느낌이 좋아요!	1
789	재밌네요 흡입력있어요	1
2094	우리동네에도 있으면 좋겠다. 나미야 잡화점.	1
2843	여러번 추천받았던 책입니다.	1
768	인생상담을 받는 느낌~~ 읽고나면 힐링되는 책이에요~^^	1
3258	유명한 책은 그 이유가 있군요. 정말 재밋어요	1
2496	너무나 유명한 책이라 한번 구매해서 읽어봤어요	1
3307	대박 마음에 든 책	1
1733	영화로 먼저 봤는데 굿입니다	1
1109	시간가는줄 모르고 술술 읽혀요~ 역시 스테디셀러인데는 다 이유가 있네요ㅎㅎ 영화 개봉도 앞두고 있다니 기대됩니다^^	1
1847	딱히 별로 ...	0
1996	아무도 살지 않는 오래된 잡화점에서 벌어지는 기묘하고 따뜻한 이야기, 여운이 남는 책이에요	1
912	영화로 봤는데 재미있었어요 내용도 특이했구요	1
192	잘 봤습니다	0
2467	100만부 기념 한정판 구매했어요	1
3602	히가시노 게이고 짱입나다	1
2109	아주 두꺼운데 비해서 술술 잘 읽히는 책입니다.	1
1782	재밌게 읽었어요 이거때문에 이작가 소설 다른것들도 사서 읽엇습니다	1
3438	진짜 뭔가 처음으로 가슴두근거리게해줬던 그런 책이다.진짜 말이필요없는 명작품!	1
2352	추천하는 책이라 읽어보아여	0
2742	술술읽히네요^^ 재밌게 잘봤어요~	1
1876	유명해서 읽었으나, 흔한 타임루프 소설이에요. 반전도 없고, 내용은 평이합니다.	0
453	오래동안 인기가 있는 소설이라 궁금했습니다	1
1235	정말 재밌어요	1
197	읽고싶었는데 이시국이라 삼	1
3450	책장에 간직하고 꺼내 볼 책..	1
2476	재미있고 소장 가치가 충분한 책이에요	1
460	너무 재밁고 잘 읽혀요. 이책읽고 작가님 팬이 됐어요!	1
3146	예상가능한 결말을 잘 엮어냄	1
681	가슴 따뜻해지는 책이예요	1
1736	금방 읽히는 책	1
419	마음 따뜻해지는 훈훈한 소설입니다.	0
1497	볼만 합니다.	1
362	선물하기 좋은 책입니다. 주변에 선물해보세요!!!	1
2125	마지막 편지를 위해 끝까지 읽었어요	1
1988	재미있게 읽을 수 있네요	1
935	술술읽혀요	0
2067	재미있게 읽고 있습니다	1
3201	정말 잼있게 봤어요	1
2379	이책을 읽은 아이가...시간을 넘나들면 어떻게 할거냐고...질문이 많네요~~	1
125	등장인물들의 관계들이 볼만하네요 가볍게읽기 좋아요	0
2370	아이가 너무 재미있다 해서 저두 읽어보려구요~	1
1893	워너원박지흔추천책 잘볼게오♡ 지훈이덕분에 책을다보네용	1
339	과거와 현재와 미래가 함께 공존한다. 인간의 마음에서 흘러나오는 말은 어떠한 것이라도 무시하면 안된다.	1
925	재밋어요	1
3006	재밌게 잘읽었습니다.	1
2199	코로나로 시간이 많아진 요즘 책읽기에 빠진 나에게 주는 선물~ 추천하시는 분들이 많아 보려	1
504	일본작가의 소설은 처음에는 적응 안되고 힘들더군요. 이책도 생각보다 환타지요소가 있어서 적응이 조금 필요했지만 재밌게 잘있었습니다.	1
2919	쉽게 읽을 수 있는 책	1
447	기적이네요	1
3214	한번잡으면 끝까지 일게되는책	1
1638	나미야잡화점~ 이런 잡화점이 있으면 저도 당장 편지를 쓰고싶네요 긴접하게 스토리의 세부구성이 잘 표현되어있어서 지루하지않게 읽을수있어요 재밌게 읽었습니당^^	1
2388	왜 사람들이 읽어보라고 권했는지 알것같아요~잘 읽었습니다.	1
2332	잘 봤습니다.	1
2345	오랜시간 기억에 남을 작품입니다	1
3221	퍼즐 조각을 맞춰나가는 듯한 이야기 구성	1
3145	정말 최고의 작품입니다.	1
936	영화를 먼저 보고 읽었습니다 다시한번 따뜻한 마음입니다	1
2151	소장용으로 구매했어요 재밌습니다!	1
1830	꾸준히 읽어나가게 만들어진 책.	1
1354	잘읽고 잇어요	0
1381	좋아하는 작가예여 ㅎㅎ 읽을수록 흥미진진합니다 재밌어요 ㅎㅎ	1
2944	재미있게 잘 읽었습니다. 소문대로 구매해도 후회하지 않습니다.	1
1189	너무 재밌습니다. 책을 싫어하는 분도 막힘없이 읽을 듯 합니다.	1
218	역시 최고 명작답네요	1
3237	영화를 한편 본듯...	1
1404	읽기전인데 너무 기대돼요!!!! 작가님 좋아합니다!!!	1
2766	베스트셀러여서 구매해봤습니다	1
878	재밌어옷	1
1247	재밌습니다	1
1803	과거 현재 미래가 촘촘하게 이어져 있다 인연이란 이런 것	1
2143	마음 따뜻한 책	1
2882	역시실망시키지않는히가시노 게이고!!마음이따뜻해진다	1
2814	필력이 좋아 후루룩 읽게되지만 내용은 꼭꼭 곱씹게 되는 책.	1
2888	따뜻해지는 소설이다.처음과 끝이 쭉 하나가 되는 듯한 뫼비우스의 띠같은 소설이다.	1
737	잘짜여진 구성이 몰입하게 만드네요.	0
3124	나미야 잡화점을 둘러싸고 일어나는 히스토리 시간과 공간을 초월한 그들의 이야기	1
1382	너무 재밌게 훅~ 읽었네요	1
736	심심할때 술술 읽었어요	0
2570	여자친구 선물로 꽃과 함께 전달해줬어요 혹시 이 글을 보시면 꽃이랑 쇼핑백에 담아서ㅎㅎ	1
1505	괜히 스테디셀러가 아니네요...그냥 술술 읽혀요..식구들 모두 돌려서 읽고 있습니다~	1
712	재밌게 잘 읽고 있어요^^	1
661	누구나 읽어도 감동 받을 수 있어요	1
3435	재미와 감동을 주는 선물같은 책~ 작년에 읽었던 가장 기억에 남는 책~ 선물 여러권 했어요	1
1467	동화같은 이야기 속에 호기심을 자극해 술술 읽혀졌던 책	1
289	아이가 두세번을 읽고도 소장하고 싶다고해서요	1
1358	잘 읽고 있어요 ~~^^	1
1597	오랜만에 가슴이 따듯해지는 책 읽어서 좋았어요.	1
1660	좋다	1
3469	정말 재미있고 감동이였어요~살짝 무섭기도..ㅋ	1
227	가볍게 읽기 좋은 책입니다..	1
761	좋아요 ㅎㅎ	1
2378	책주문	1
515	마음 따뜻해지고 기분 좋아지는 책이에요. 각 편의 이야기들이 다 연결되어있습니다. 따뜻한 차 한잔 드시면서 읽다보면 금방 읽혀져요. 무조건 읽어보세요. 책 읽기 싫어하시는 분도 잘 읽혀질 책이에요.	1
2300	구입해서 여러사람 권해서 읽게했어요	1
1295	처음엔 책 표지가 너무 이뻐서 구매를 했는데 가독성이 장난 아니네요, 시간 가는 줄 모르고 읽었습니다. 일본 소설 정말 잘 안 읽는데 일본 영화에서도 느껴지는 특유의 훈훈함이 넘치는 따뜻한 분위기의 책입니다.	1
1788	재밌었어요	1
3423	친구기다리면서 서점에서 읽다가 결국 사보게 되었다는...^^	1
3575	최근 읽은 소설책중 단연 최고. 판타지임에도 불구하고 허무맹랑하지 않고 자연스럽게 빠져든다	1
3406	말이필요없습니다. 최고의걸작.	1
2315	뻔한 감동 스토리이긴 하나 쉽게 읽히고 재미는 있다	1
2046	재밌습니다~	1
2390	정말 따뜻하고 감동있었어요~	1
1927	감동적이어서 산 보람이 있습니다. 너무 재밌고 감동적입니다.	1
769	쉽게 읽히고 재밌습니다.	1
2853	쉬지않고 읽은 소설책 이었던것 같아요	1
2085	소장하고 싶어서 구매했어요~ 독서가 다시 재미있어지네요~	1
3538	재미와 감동,내용과 작품성까지 모든토끼를 다잡은 책.	1
1453	많이 얘기 듣던 책입니다. 역시나 괜찮아요	1
1476	기대되요!!!!	1
2100	고민 상담이 불러온 따뜻한 기적	1
1897	제법 많은 인물들을 하나하나 짜임새 있게 엮어둔게 대단하다. 추리소설가 답달까?	1
3270	촤고의착이에오 저런곳이있었르먼..ㅠ	1
3010	기대한만큼 재미있네요	1
402	줄줄 읽히는 책	1
1814	이 책을 계기로 독서에 흥미를 느끼게 되었어요!	1
850	좋아요 ㅎ	1
2978	잔잔한 느낌을 주는, 그래서 때로는 색다르게 느껴지는 일본소설을 읽고싶어 주문했어요.	1
1735	술술 읽히는 마음까지 따뜻해지는 책	1
3399	감명깊게 잘 읽었습니다 . 최고예요	1
1365	책이 두꺼운 감이 있지만 술술 잘 읽혀요^^! 작가의 다른 소설도 다 섭렵해보려구요~ 추천합니다!	1
1951	기대됩니다~ ^^	1
1917	감동도 있고 재미도 있어요	1
1567	마음이 훈훈해지네요.	0
1947	일본 소설을 좋아하진 않습니다. 하지만 히가시노게이코는 빠른전개로 좋아하는 작가입니다	1
1658	재미있다 그외 무슨말이	1
2242	저의 인생작이고 몇 년 흘러서 다시 읽으면 감회가 새로울 것 같아요.	1
579	또 보고 싶은 책.. 작가의 책을 다 찾아보게 만든 책.. 정말정말 영화를 보듯.. 머리속에서 영상을 그리며 잠을 못 자고 읽은 책이다. 그 감동은 해리포터를 읽을 때와 또 다르다. 적극 추천하는 책♡♡♡	1
693	"굉장히 잘 읽히고 읽다보면 시간가는줄 모르고 보게 되네요.
도둑 삼인조도 누군가에게 도움을 주는것이 굉장히 재밌었습니다."	0
2721	생각보다 술술 읽혀서 좋았다. 표지도 맘에 든다.	1
131	친구에게 선물로 주었어요	1
2020	제일 좋아하는 책 중에 하나에요. 정말 감동적이고 재밌었어요.	1
2520	이미 몇년전에 구입해 읽었는데 한정판이 예뻐서 소장용으로 또 구입했어요	1
656	한전쯤 읽어봐야 할.. 마음을 훈훈하게 만들어 버리는 마술같은 책! 추천합니다.	1
445	도서관에서 빌려서 읽고... 소장하고 싶어서 구매 했어요. 각각의 상황을 두고 나라면 어쨌을지 아이랑 얘기해 보기에도 좋았어요	1
1688	종책일 잃어버려 e북으로 다시한번 구매해요~	1
1118	대박!!! 마지막까지 정독하세요	1
2530	너무 재밌게 읽었어요. 등장인물들의 사연 하나하나가 가슴 찡 하네요.	1
1229	책은 두껍지만 너무 술술 읽히고 감동도 가득하다.	1
2648	재밌게 봤어요~	1
3556	마음으로 다가오는 책...	1
1609	지인에게 선물했더니 좋아합니다. 이책은 추천할만 합니다	1
1460	순식간에 읽을 만큼 재밌어요.	1
3228	가슴이 따뜻해지는 이야기	1
591	아이들도 읽어보면 좋은 동화같은 내용.. 나에게도 나미야씨가있었으면	1
859	조금씩 읽으려던게 다 읽게되네요^^	1
479	좋습니다	1
1082	미리보기로 보다 궁금해서... 재미있을 것 같습니다.	1
2775	꼭 읽어보고 싶었던 책인데 영화로 나오기 전에 읽어보려 샀습니다.	1
1495	재밌게 잘 읽었어요.	1
609	재밌어서 술술 읽혀요ㅎ	1
349	잘읽혀요	1
1978	기대만큼 재미있었어요.	1
1724	잔잔한 감동의 여운을 느껴봅니다	1
3114	정말 재미있는 상상력	1
613	잘읽히고좋아요	1
2698	좋은 책이네요~	1
3357	정말 너무너무 재밌어요~~!!!!	1
573	말이 필요없는책이죠.	1
3308	진작 읽었으면 좋았을걸~구성이며 스토리며 정말 좋습니다	1
744	한정판이 참 예쁘네요! 내용도 재미있습니다	1
704	선물한 친구가 좋아햐요	1
183	뒷이야기가 궁금해져서 자꾸 읽게되요	1
243	기대돼요 이제서야 샀네요	1
3373	책을 읽기 시작하다보니 어느순간 책의 마지막장이네요	1
1395	제가 읽어보고 재밌게 봐서 선물용으로 또구매! 술술 잘읽혀서 좋아요	1
1784	잘 읽겠습니다	1
2774	재밌게 볼게요 ㅎㅎ	1
654	최고입니다. 책이 두꺼워도 전혀 지루하지 않고.. 정말 행복하게 읽었어요. 중학생 울 딸아이에게도 꼭 읽어보라고 추천했어요.	1
149	다시 읽어보는 것임에도 불구하고 역시 재밌어요.	1
709	제일 좋아하는 책입니다.	1
2329	재밌어서 빠르게 읽히네요	1
24	따스한 책!!!	1
