id	document	label
1356	세상을 보는 눈을 한층 업그레이드 시켜주네요......	1
1713	기대되네요!	1
1441	새로운 시각을 갖게 해줘서 작가에게 감사드려요	1
2042	제러드 다이아몬드의 총균쇠와 같이 보면 더욱 빛을 발하는 책	1
1305	총균쇠의 영향을 받은 빅히스토리식 서술. 기발한 아이디어가 엿보인다.	1
949	호모데우스 읽기 전에 읽으면 좋습니다.	1
136	인류 공부에 도움 됩니다	1
1694	저자의 통찰력에 내내 감탄하며 읽었습니다	1
1005	미처 생각해보지 못했던 부분에 대하여 생각할 수 있는 책입니다.. 새로운 세상...	1
1898	기대되네요	1
212	좋은책입니다	1
1918	읽어보고 싶어서 구매했어요	1
775	어렵긴하지만 흥미로운 내용들이예요	1
275	필독서라고 하여 구입했어요 아직 몇쪽 안읽었지만 재밌을거같아요	1
89	사람이 꼭 읽어봐야 될 책이라 생각합니다	1
1293	사피엔스!! 정말 유명한 책인데, 이북으로 한번 읽어볼게요!!! 기대됩니다!!!	1
299	어려운 내용을 이야기처럼 이해하기 쉽게 써준 책. 두껍지만 잘 읽혀요! 소장하고 여러번 읽어야 할듯 합니다.	1
2103	너무좋은책이에요! 집중잘안됐는데 다시한번읽고싶은책!	1
1297	이미 너무나도 유명한 책이기도 하고요 재미있습니다	1
603	현재 나는 어디에 위치한 사람인지 앞으로 사피엔스는 어찌 변하는지 알 수 있었던 시간이었습니다	1
1914	기대되네요~	1
1955	꼭 읽어야 될 책	1
1046	한 편의 다큐멘터리를 눈으로 본 느낌	1
1031	어려운 내용임에도 잘 읽힙니다	1
104	인생책입니다. 잘 안읽힐수 있지만 무조건 읽어야 하는 책이 아닐까 싶네요. 선입견과 고정관념을 버리고 꼭 보시길~세상을 보는 통찰력이 생길거에요^^	1
1635	다시한번정독합니다 감사합니다	1
993	내용이 기발해서 재밌게 술술 읽힙니다 ㅎ.ㅎ	1
46	이 책이 굉장히 잘 쓰인 것 같다는 느낌이 많이 듭니다. 여러 사진 자료들과 함께 술술 잘 읽히는 글들이 더 몰입되게 만듭니다. 과학과 역사 관련해서도 많은 공부가 될 것이라고 생각됩니다.	1
1644	쉽고 재미있어요	1
1611	역사인지 과학인지 알송당송한 역사지만 정말 다양한 관점으로 볼 수 있어 너무 재미있다.	1
1935	읽고싶었는데 기대되는 책입니다!	1
1751	이 유명한책을 이제야 보게되네요~~^^	1
1650	어렵게읽었는데..현인류의역사를알게되어서든든한느낌~	1
529	이 시대를 살아가는 사람들의 필독서, 선물하기에 좋은 책.	1
1919	어렵네여 ..	1
1750	재미있습니다 의지를 가지고 읽어봐야 합니다	1
482	학생들 졸업 선물로 자주 사게 됩니다.	1
1827	일 시작하면서 삶이 허망하고 머리는 텅텅... 너무 멍청해지는 것 같아서 샀어요.	1
449	지식적 도움이 될 것 같아요	0
1601	사피엔스 흥미롭게 잘읽었습니다.	1
572	기존의 상식을 뒤엎는 기발한 혁명	1
111	너무 너무 감사합니다.	1
1260	인류의 역사 전반을 심도 깊게 다루고 있으면서도 일반인들도 크게 이해하기 어렵지 않게 쓰여져 있는 책이라고 생각합니다. 인류의 과거를 되돌아보면서 앞으로의 모습을 어떠할지 생각해볼 수 있게도 해서 추천하고 싶습니다.	1
2014	하라리 교수의 통찰력과 담론은 생각 이상이다. 그저 최고라 말할 수밖에 없다.	1
1762	인간이 신을 발명할 때 역사는 시작되었고, 인간이 신이 될 때 역사는 끝날 것이다.	1
1416	인간이 어떤 길을 걸어왔고 어떤 고민을 갖어야 하는지 방향을 제시해준 책이라서 뜻깊어요~	1
1145	생각보다 재미있네요 생각보다 두껍고요 한동안 이책에 빠져있을듯합니다	1
1130	기대되는 책입니다 오늘책이와서 읽어보려구요!	0
867	어렵지만 한번은 도전해보면 좋을 책	0
63	좋은책입니다 ! 시간가는줄 몰랐어요 ~ 무척 재미있고 내용도 유익했어요 내용도 잘 읽혀요 !! 빠른 배송으로 편하게 읽고 있습니다	1
1219	여러 매체에서 소개된 인문학 베스트셀러입니다. 유발 하라리 교수의 인류 3부작 중 첫 번째를 장식한 작품이기도 하죠. 인류 문명의 역사에 대한 고찰을 통해 인류가 나아가야할 방향을 제시해주는 안내서이자 인문교양서입니다. 그래픽노블 버전도 순차적으로 출간되고 있으니 함께 읽어보기를 추천합니다.	1
1177	과거와 현재 미래를 인간이라는 존재를 통해 설명하고있음	1
333	평소 읽어보고 싶었던 책인데 할인가격으로 구매해서 만족 스럽습니다.	1
1703	역사와 인간에 대해 다시한번 생각해보게 하였다.	1
2	글쎄요 가치관이 달라서 그런가 잘 읽히지 않네요. ~ 일지도 모른다는 표현이 반복되는 것도 거슬리구요.	0
1576	좋은 책이네요~~	1
1234	인류의 미래에 대하여 많은 생각을 하게 된 책	0
143	인류의 역사를 선사시대 부터 미래까지를 기술하는데 있어 과학에 근거하여 기술함으로 주장에 대한 신뢰도를 높여 읽으면서 설득이 되어 간다.	1
630	무엇보다 무서운 것은 호모 사피엔스를 능가하는 종이 언젠가는 나타나게 되리라는 점입니다. 지구라는 생태계에서 최상위 자리에 앉아 군림하고 있는 사피엔스가 유전자 조작이라는 어마어마한 진화 도구까지 획득하게 되어 더이상 자연선택을 기다리지도, 그리고 원하는 특성이 나타날때까지도 무수한 반복과 시도가 없어도 된다라는 이점으로 결국은 신의 자리까지 넘보게 되지만 결국엔 이를 능가하는 종이 생겨나 사피엔스의 위치마저 위태해질수 있다라는 생각은 섬뜩하기까지하네요. 전반적인 글의 흐름은 진화론적 입장에서 인간의 사회상들을 해석한 책들을 읽은 사람에겐 낯설지는 않는 내용들이네요.	1
1669	도서관에서 대출하여 이미 읽은 책이나 소장하고 싶어 주문했습니다	1
1173	종이책 벽돌이라서.전쟈책으로.구입했어요	0
1372	인류의 역사에 관한 책인데 전혀 따분하지 않고, 소설처럼 술술 읽히는 신기한 책입니다.	1
899	책을 읽는다는 게 이런 느낌이구나	1
1274	유명한 책은 그만한 가치를 하는거 같아요. 인간의 역사에 대한 전반적인 생각을 정립할수 있어요	1
1433	좋아요..	1
199	인류의 진화과정을 흥미롭게 알게 해줍니다. 재밌는책입니다ㅎ	1
461	워낙 유명한 책이라 정독해 보겠습니다.	1
160	살짝 어렵네요 ㅠㅠ	0
1907	추천합니다~	1
1460	호모 사피엔스의 역사에 대해서 써내려간 책. 인간에 대한 새로운 시각을 가질 수 있게 해주네요.	1
1142	근래에 읽은 책 중 단연 최고라고 말하고 싶습니다.	1
1388	많이많이 읽으세요	1
1781	‘유인원에서 사이보그까지’ 이런 방대한 이야기를 흥미진진하게 쓰다니 정말 대단하다.	1
84	인간의 사회적 진화에 관한 이야기다.	1
853	우리 딸이 찾아서 요청한 도서라 더욱 기대됩니다. 어서 나도 보고싶어요~	1
1618	인간 존재 자체와 문화, 제도 등에 대해 근본적인 의문을 제기하는 책	1
1705	사피엔스, 왜 인류가 대단한 지 그 역사를 들여다 볼 수 있는 책	1
1461	두번 세번은 읽어봐야 하는 책. 사고의 확장에 도움이 됨	1
428	읽는데 시간은 조금 오래걸리지만 읽어볼만해요^^	1
290	생각보다 어렵지 않고 잘 읽힙니다	1
1792	총균쇠와 같이 읽어보려고 구매했어요	1
530	정말 좋은 책이네요..^^	1
873	유발 하라리의 깊은 학식이 보이는책	1
1012	목차를 보자마자 흥미를 끄는 인지혁명..	1
1454	종이책 있는데도 이북으로도 또 샀어요...	1
770	친구들과 삼삼오오 모여서 책내용에 대해 나눔을 하니까 좋네요^^	1
600	인류에 관한 새로운 시각을 제공한 책	1
402	유용하면서도 재밌고 무척 두꺼움에도 불구하고 술술 잘 읽힌다	1
640	읽고싶습니다	1
1564	유명한 책이라 일단 구입했어요	1
155	사람의 이야기란? 역사속에서 또 다른 변화를 연출하게 해주니, 새로운 상상속의 사피엔스로 연출해주니 또 다시 보게 딥니다.	1
2050	정말 쉽게 읽히는 역사와 과학을 넘나드는 책 구매가 어렵다면 도서관에서 빌려서라도 꼭 보세	1
2057	대담하고 박식하다!	1
1411	언어와 지능을 가진 사피엔스가 욕심으로 인해 다른 종들처럼 멸종될 수 있다라고 경고하는 책입니다	1
296	꼭 읽어봐야 할 책	1
2089	생각의 꼬리에 꼬리를 무는 질문들 너무 놀랍고 흥미로었어요	1
1362	인간의 진화과정과 원인, 나의 존재 이유를 생각해보게 하네요	1
1552	재밌어요.	1
582	고개를 끄덕끄덕하게 만드는 기발하고 재미난 책입니다	1
280	굿굿ㅎㅎ	1
922	내용이 난해하지만 처음부터 끝까지 정독해 보세요. 뿌듯합니다.	1
1697	사피엔스의 시각으로 바라보는 인류사가 아닌 지구의 눈으로 바라보는 지구 역사속의 사피엔스~	1
719	탁월한 선택	1
633	좀 다른 시각에서 접근하는 책이에요 새로운 시각을 경험했어요	1
1592	역시 기대되는 책이네요	1
2112	인간의 기원-발전사를 생각보다 쉽고 재미있게 풀어쓴 세계사 참고서	1
596	정독해봅니다	1
576	잘읽히는 책입니다	1
699	재미있네요	1
830	명쾌한 책입니다	1
751	좋아요~	1
315	잘 읽어보고 소중히 간직하겠읍니다	1
852	어렵지만 고등필독서	1
1116	영문버전을 다 읽고 한국어로도 이 감동을 느껴끼고 싶어 주문했습니다	1
835	재밌게읽고있습니다.	0
1640	여러가지 새로운 사실들을 알게 되어서 꽤 흥미있게 읽었어요.	1
427	많은 쪽수와 많은 기본 지식을 필요로 하지만 기본이 지식이 없는데로 또 그만큼 이해가 되는 책입니다. 생각해 보지 못한 인간의 역사들, 새로운 시각들, 고민들 좋았습니다. 다시 한번 읽어 봐야겠습니다.	1
1553	역시 좋았어요 재밌네요	1
176	아직읽지는못했지만 평보면 만족할듯	1
1888	유발하라리의 사피엔스 입니다. 읽어보세요.	1
594	선물용으로 구입했어요	1
1106	기발한 관점에서 시작하는 인류역사의 변천사는 독자들의 흥미를 자극하여, 몰입도를 높여준다. 다만 후반부로 갈수록 경제분야 위주의 전개는 조금 아쉽다.	1
491	이번엔 소장용으로 한번 더 곱씹어 보렵니다	1
522	인간역사를 공부할수 있겠네요 기대됩니다.	1
956	배우는게 많네요 좋아용 소장용으로도	1
492	전에 도서관에서 빌려 봤는데 방대한 분량 때문에 다 읽지 못했었던 터라 이번에 구매했네요. 많은 양에 비해 내용이 흥미로워서 페이지가 잘 넘어가요. 재밌고 좋은 책이에요 :)	1
423	사피엔스 기원부터 발달한 역사, 발자취에 대해 그리고 앞으로 미래에 대한 고찰로 가득한 책	1
1637	잘봤습니다.	1
1148	신비란...	1
825	다음편이궁금할정도로아주훌륭하네여..잼있어여..	1
895	아직 읽기 전. 필독서라 여기고 기대해봅니다.	0
800	저자의 탁월한 식견과 통찰력을 알수 있는 책	1
1358	한번 읽어보고 싶은 책입니다	1
1150	망설이다 주문함...기대만빵임^^	0
444	도서관에서 빌려읽고 집에 두고 한두번 더 읽고 싶어 구매했습니다 *^^*	1
1264	[사피엔스]아직 안읽어보셨다면 비오는 주말에 한번 읽어보시면 어떨까요. 어려울 거라 예상되는 내용이지만 쉽게 풀어쓴 작가님의 능력에 감탄을 보내게 됩니다. 추천해요~!!	1
2070	꼭 읽어볼 책	1
2038	색다른 역사학	1
765	인간의 기원에 대해 다시한번 생각하게 만드는 책	1
55	넓고 새로운 시각 읽어봅시다!	1
2082	빅스토리! 쉽고 재밌다! 상상의 질서! 프레임과 패러다임의 신선함이 좋다!	1
1197	인류의 역사와 근원에 대해서 다시한번 생각하게 되었습니다. 잘 읽었습니다.	1
2065	책 값이 너무 비싸네요...	1
1139	분명 세상에는 에너지 결핍이 존재하지 않는다. 부족한 것은 에너지를 찾아내 그것을 우리의 필요에 맞게 전환하는 데 필요한 지식이다.	1
227	역사, 진화, 인류학 등 다양한 분야를 아우르는 통섭적 고찰이 흥미롭다.	1
921	누군가 이 책은 읽기 쉽다고 추천 받았는데 어느부분이 숴운건지 ...전 어렵네요	0
641	꼭 읽어보고 싶었던 책이여요	0
410	상상의 것을 만들어 믿을 수 있는 독특한 능력으로 세상을 지배하게 된 인류, 호모사피엔스가 만들어낸 종교, 민족, 국가, 화폐, 이데올로기, 그리고 현생의 인간세상 모습 그 자체에 작가의 대담한 질문과 해석이 인상 깊었습니다.	1
13	이건 누구나 한번씩은 꼭 읽어야 하는 책이라고 생각해요. 술술 읽히고 재미도 있으며 유익한 내용이 참 많아요. 읽는 내내 지적수준이 업그레이드 되는 기분을 느낄수 있어요.	1
1536	꼭 읽어 보고 싶은 책입니다. 재미있게 읽겠습니다.	1
405	기대되요^^	1
1280	앞으로 다가올 미래에 어떤 인간이 있을지 상상이 되는 책이군요. 너무 문명발전이 인간에게 과연 재앙인지 축복인지... 또는 지금 보다 인간이 행복 할지 궁금하네요.	1
74	다이나믹한 인류의 일대기를 본 기분이다.	0
196	여기저기 흩어진 생각들을 모아서 정리해보는 시간을 가지게되네요.	1
400	흥미로운주제 계속 기대하며 읽고있어요~!	0
1604	추천평이 좋아서 소장용으로 구매하게되었습니다~	1
309	재밌어요. 슬슬 읽혀요	1
1400	인류의 역사에 대한 비판적인 해석과 신기한 접근, 소름돋는 통찰력, 무지에 대한 엄청난 이해	1
1625	인간 역사에 대한 예리한 통찰력과 새로운 관점을 보여주는 책	1
1054	정말 좋은 책입니다.	1
1867	존재에 대한 질문	1
1164	유명한 책. 역사서 처럼 읽히네요. 다만 사설이 너무 많아요.	1
1052	현재의 인간과 사회를 이해하고 미래를 상상하는데 많은 도움이 되는 책인 것 같다. 왠지 사피엔스의 종말은 정말 사피엔스에 의해 이루어질 것 같단 생각도 든다. 여러모로 많은 생각에 잠기게 하는 책이었다. 최근 읽은 책 중에서 가장 좋았다.	0
216	괜히 필독서겠는가. 고등학생부터 읽으면 딱 좋을 것 같다.	1
1967	뭔가 재밌는데 한편으론 복잡한	1
1490	역사의 근원과 향후 미래에 대해 조금이나마 알 수 있는 좋은 시간이네요	1
164	진짜 책 좋습니당	1
1868	시간가는 줄 모르고 읽었네요~저자의 다른 작품도 꼭 읽어 봐야겠어요~	1
472	이책은 tv에서 보고 구매의 용기를 얻어 읽었는데 정말 공부하면서 잘 읽엇습니다	1
560	인간의 변화 과정을 재미있게 풀어놓았음	1
1834	읽기를 미루고 미루다가 금년 첫 책으로 구입했습니다.	1
1776	흥미롭다가 말다가 반복하는 책 ..!	1
539	책읽어드립니다에서 자세히 소개되어서 읽어보려합니다 기대됩니다	1
951	선물용으로 구입했어요.	1
1290	주변 지인이 추천하던데 어떤 내용일지 기대됩니다	1
1994	어렵지만 대단한 책!	1
281	기대 반 걱정 반... 부디 어렵지 않기를...	1
2097	두꺼워서 부담스럽지만 재밌을 거 같아요	1
875	인류의 과거를 보고 미래를 생각해볼 수 있게 만든 책이라 어려울것 같았는데 생각보다 어렵지 않습니다.	1
497	이책 그전부터 읽고싶었는데 페이지수에 놀라서 선택하지 못했다가 책프로그램에서 소개되어 꼭보고 싶더라구요. 정독할래요~	1
312	흥미롭고, 색다른 이론들입니다	1
132	정독합니다! 좋아요	1
252	재밌게 읽고 있습니다. 유익하네요	1
1901	대여 해서만 보다가 너무 좋은 책이라 망설임 없이 구매했습니다. 몇 번이고 보고 공부 할책	1
495	역사와 현대 세계에 가장 중요한 질문을 던지는 책	1
1339	유명한 책입니다. 기대됩니다.	1
1768	학원선생님 추찬으로 구매했어요	1
137	음미하며 잘보겠습니다	1
1807	재밌게 읽고 있어요!	1
648	매우 흥미롭고 재밌습니다. 유발 하라리는 절대 실망시키지 않네요.	1
1009	엄청 재미있습니다!	1
1082	역사와 미래의 공존	1
585	유발 하라리의 인간에대한 역사적해석이 재미있는 책입니다~여러번 읽어도 좋은 책입니다~~	1
811	친구의 추천으로 읽게 되었어요 기대되네요	1
779	감명 깊게 읽었습니다. 감사합니다~~^^	1
1428	과거, 지금, 미래을 보여주눈것 같네요. 지금 현재 과학이 많이 발달하고 앞으로 점점 더 발달해 생활에 편리함이 있지만 과연 그것이 좋을지... 이책을 읽으며 의미와 많은 생각이 있으것 같아요. 그래고 유명인들이 칭찬하인 매우 기대가 됩니다.	1
1833	소장할만한 가치가 있는 책입니다 추천입니다	1
2018	신이 되고 있는 경외의 사피엔스.	1
360	지루하지 않은 역사서로 적극 추천	1
1080	"총, 균, 쇠 이후로 이렇게 담대하게 인류학적인 내용을 정리한 책은 처음인 것 같습니다.
다만 생물을 공부 했던 사람으로서 동의하지 못하는 부분들도 일부 있긴하지만 거대한 담론에서 작은 부스럼 같습니다."	1
1131	새로운 관점에서 과거와 현재 미래를 생각하게 하는 좋은 내용을 담고 있고 한편으로는 미래에 대한 두려움도 생겼습니다.	1
1395	유발 하라리의 사피엔스는 인류 3부작의 대장정을 시작한 첫 권으로 인류 문명 인문 사회 생물 등의 다양한 학문을 접목시켜 인간에 대해 폭넓게 고찰하는 책입니다. 그의 통찰력을 통해 우리 인류의 미래를 예측해 볼 수 있기에 기대됩니다.	1
708	재밋게 잘 읽었어요.	1
1758	유발 하라리의 깊은 통찰을 느낄 수 있는 책이다	1
240	재밌어요	1
351	추천합니다.	1
1678	베스트셀러 추천	1
2062	획기적이에요. 지금까지 생각을 뒤엎는데 정말 재밌어요.	1
1272	세상을 꿰뚫는 통찰력을 손톱만큼이라도 따라가고 싶네요!	1
1184	인간이 모르는 인간에 대한 다양한 관점을 제시한다	1
1286	친구가 좋아하던 책인데...	1
988	흥미로운 주제여서 구매했습니다. 완독할 수 있기를 바랍니다 ㅠㅠ	1
2093	흥미롭고 술술 읽힙니다.	1
2095	진즉부터 읽고 싶었던 책. 드뎌 ..	1
660	아직 다못 읽었지만 생각을 많이 하게 될 것 갇습니다	1
1717	두껍지만 읽을만한 책	1
1113	"현재 294페이지 까지 읽었는데... 실망스럽습니다.. .
제3부 인류의 통합 11장 제국의비젼에서는 전형적인 제국주의 사관으로
역사를 인식하는 모습은 정말 실망스럽고 계속 이책을 읽어야 하는지..........
""거의 모든 것의 역사""라는 책이 생각납니다... (이 도서의 아류인듯...)
그러나 좀더 읽어 보자고 마음을 다잡아 봅니다...."	1
571	기발하고 재미있는 책이에요	1
986	훌룡한 책이라 두꺼워도 잘 읽히네요ㅎ	1
1396	정독정독해야 하는 책 생각도 많이 하면서...	1
1430	유발 하라리의 선경지명에 감탄할 뿐입니다.	1
650	너무 유용한 책이에요	1
1516	호모사피엔스는 무엇에도 구애받을 이유없는 스페셜한 존재이다	0
558	<책 읽어드립니다>..보구 드디어 시작합니다... 세상을 바라보는 새로운 시각..좋네요~	1
869	청소년이 읽으면 좋은 책입니다.	1
952	두껍지만 생각보다 어려운 책은 아닙니다. 인문, 역사에 관심있다면 꼭 읽어보세요.	1
891	잘 읽히고 역사에 대해 잘 알 수 있어 좋아요.	1
1964	선물용으로 구입했었눈데 좋은책인것 같네요	1
1503	유발하라리 - 정말 대단하다. 읽을 수록 감탄...	1
28	어려워요ㅠㅠ	0
426	인류역사라는 흥미로운 주제를 다루고 있습니다.	1
828	아주 좋네요	1
1666	읽기전인데 언제읽을까 고민되요 ㅎ 어려워보여서	1
2033	잘읽어볼께요	1
1849	두꺼워서 읽기가 읽기가 무서웠지만 순식간에 몰입하여 완독하였네요. 유명한 이유가 있네요	1
639	이 책을 읽고 인문학이 재밌다는 걸 알았습니다.	1
953	인간에 대한 역사적 사회적 의미를 다시 한 번 생각해볼 수 있는 책입니다. 두껍지만 쉽게 잘 읽혀요	1
1337	읽어보고 싶은 주제의 책이에요	1
488	진지하고 흥미있는책	1
1095	한번 읽어서 될 책이 아닙니다	1
1605	꼭 읽어볼만한 책	1
1205	인류의 미래에 대해 심도 깊은 상상을 해볼 수 있게 해 주는 책입니다.	1
1383	이미 너무 유명한 책이기도 한데..아직까지 읽어보지 못 해서...이번에는 읽어봐야 겠네요	1
496	학창시절 배웠던 지식이라고 생각했던 것 들을 깨부수는 반전매력이 있는 책이네요	1
598	4년전 출간도니 책이지만 여전히 베스트셀러	1
861	통찰이 대단하다는 감탄을 계속 하면서 읽고 있는 중이다. 한꺼번에 다 읽어 내려가기 보다는 시간 간격을 두고 생각도 하면서 야껴서 읽을 만 하다.	1
1816	3분의2정도 읽고 있어요. 천천히 보고 있는데 재미 있네요.	1
1704	잘 읽어봤어요	1
91	역사공부가 문득 하고싶어서 이것 저것 찾아보다 이책이 추천으로 자주 뜨길래 구매했습니다 책 자체는 오래 전부터 익히 알고 있었던지라 과연 이 두꺼운 책에 도전 할 수 있을까 걱정부터 들었지만 일단 구매 하면 언젠가는 읽겠지 싶어 대뜸 사버렸어요 역시나 읽기전 리뷰입니다~ 하하	1
51	이 두꺼운 책이 한번 잡으면 끝까지 읽게 만드는 내용이라기에 주문해 봤는데 시작부터 충격이네요	1
2133	정말 좋은 책이다. 인류의 역사를 Homo Sapiens의 관점에서 정리했다. 그것도 쉽고 재미있게. 근래에 읽은 책 중 제일 재미있게 읽었다.	1
790	유용한 책입니다~	1
263	난해하지만 도전해 볼 만한 가치가 있습니다.	1
712	역사지도를 펼쳐본 기분이 든다	1
2129	총군솨를 읽은 후 우연히 잡아 든 사피엔슨 마치 시리지 같다는 생각을 하게 한다.	1
1803	열심히읽겠습니다	1
1227	생각의 전환을 가져다준 책이에요. 생각날 때마다 들여다보고 싶어서 소장하려구요!	1
149	유발하라리 세계적인 석학으로 불리는 이유가 있습니다. 세상을 읽고 싶다면 이 책을 읽으세요	1
1838	강추합니당!!!	1
1585	재밌겠네요 잘 볼게요	1
391	재미있을것 같아서 구매했어요~ 잘 읽겠습니다~	1
1855	인생책이 될 듯 합니다	1
79	좋아요 추천합니다~~ 명작입.	1
1568	저렴하게 사서 좋아요.	1
1021	유명한 만큼 재미 있네요	1
1389	잘 봤어요	0
36	너무나도 유명한 책.	1
