id	document	label
68	소장용인데 책겉속지 부분이 좀 지저분해서 짜증나네요.	0
69	재밌게 잘 읽었습니다.	1
70	도서관에서 책을 읽고 마음에 들어서 사게 되었다. 마음이 따뜻해지는 책이다.	1
71	"재미있게 읽고 친지에게 선물 해줬던 책	 다시 읽고싶어 구매했습니다."	1
72	잔잔하지만 따듯한 감동이 있네요...	1
73	잘 읽겠습니다.!!	1
74	배송빠르고 상품 마음에 듭니다	1
75	전좋았어요 과거랑 연결된다는것도 참신하고 사람냄새나는 이야기여서 감동받았어요	1
76	너무재미읽게읽은책이라 친구한테선물해줬어요 마음이 따뜻해져요	1
77	몇년 전에 빌려서 읽었는데 여전한 여운과 감동에 소장하려고 구매했어요. 이제 커가는 아이들과 함께 읽으려구요.	1
78	딸에게 선물했어요 책의 재미	1
79	딸에게 선물했어요.	1
80	청소년뿐만 아니라 어른들도 한번씩 읽어봤으면 좋을거같은 책이네여	0
81	지금 선택한 길이 올바른 것인지 누군가에게 간절히 묻고 싶을 때가 있다. 고민이 깊어지면 그런 내 얘기를 그저 들어주기만 해도 고마울 것 같다. 어딘가에 정말로 나미야 잡화점이 있었으면 좋겠다 라는 옮긴이의 말처럼~ 나또한 그랬으면 하는 바람이 있다.	1
82	아이가 잘 앍고있어요	1
83	진짜 이틀동안 시간가는줄 모르고 읽은 것 같아요. 왜 세계 명작인지 알겠네요.. 현실에도 나미야 잡화점이 있었다면 얼마나 좋을까 라는 생각을 수없이 했습니다. 잡화점의 고객 즉 고민이 있는 주인공끼리의 접점 또한 놀랍더라구요. 뭉클함의 연속 이었습니다ㅜㅜ 현명하신 잡화점 할아버지의 명복을 빌며 이 글을 적어봅니다.	1
84	전부터 읽고 싶었는데 드디어 사서 기분 좋아요!	1
85	재미있게 잘 쓰여진 책입니다. 재미있습니다.	1
86	중학생 아이가 구매해달라고 하네요	1
87	학교다닐때 읽다가 소름 돋은 기억이 있어 다시 읽어보려고 주문했어요ㅎㅎ	1
88	"다른 사람 추천으로 읽은 책인데	 기대 안 했지만	 슬슬 잘 넘어가면서 읽을 수 있는 책입니다."	1
89	흥미롭고 현실적인 이야기가 마음에 와 닿는다.	1
90	학생이 읽고싶다고 해서 구매했어요	1
91	부담없이 재미있게 읽을 수 있는 이야기.	1
92	인생책이라서 구입했습니다. 시간가는줄 모르고 읽을 수 있는 책이고 교훈과 재미 그리고 반전 모든게 있는 책 같습니다.	1
93	재밌게 읽었습니다. 아이가 좋아하네요	1
94	쉽게 읽을 수 있는 따뜻한책	1
95	중학생이.읽기좋은책? 쉽게 읽혀지고 재미있으나 소장까지해야하나? 하는 생각은 들었지만 이미 구입후 ㅎ가볍게 읽기 좋은책	0
96	힐링소설 늦게나마 추천받아서 읽어봅니다~	1
97	좋아요 재밌어요 추천	1
98	정말 재밌게 보았어요ㅠㅠ 괜히 다들 재밌다고 하는 게 아니군요! 잘 읽히고 가볍게 읽기 좋았어요	1
99	아이에게 선물했는데 너무재밌다고해요	1
100	중학생이.읽기좋은책? 쉽게 읽혀지고 재미있으나 소장까지해야하나? 하는 생각은 들었지만 이미 구입후 ㅎ가볍게 읽기 좋은책	0
101	힐링소설 늦게나마 추천받아서 읽어봅니다~	1
102	좋아요 재밌어요 추천	1
103	정말 재밌게 보았어요ㅠㅠ 괜히 다들 재밌다고 하는 게 아니군요! 잘 읽히고 가볍게 읽기 좋았어요	1
104	아이에게 선물했는데 너무재밌다고해요	1
105	재밌게 잘읽었어요 술술읽혀요	1
106	책읽기 싫엏는 사람에게도 술술읽히는 책입니다	1
107	너무 재밌고 술술 잘읽히고 뒷내용이 궁금해서 손에서 놓을수가 없어요.	1
108	잔잔한 감동을 주는 책~	1
109	유명해서 샀어요!!	1
110	아들이 학교 도서목록으로 구매했어요	1
111	2년전에 읽고 다시 구매했어요 감동적이에욪	1
112	"배송빨라서 좋았습니다.
기대되네요"	1
113	정말 좋은 책인것 같다	0
114	열심히살면 언제가는좋은일이	1
115	아이와 같이 보려고 샀어요.	1
116	따뜻한 느낌이 들어요	1
117	책 내용이 너무 재밌어요 꼭 추천드려요	1
118	초반에 구성이 왜이래? 했지만 중반을 넘기면서 참 잘 짜여진 소설이란 생각이 들었습니다. 감동도 있었고 저한텐 재밌는 책이었습니다.	1
119	재밌어서 책을 손에서 놓을수가 없다..	1
120	중학생 아들과 같이 읽으려고 샀어요.	1
121	처음 읽어보는 작가의 작품 기대됩니다 무겁지 않아서 잘 읽히네요	1
122	잘 읽어 보겠습니다.	1
123	가볍지만 내용은 묵직한 책	1
124	재밌고 감동적이네요 . 힘이 되었습니다.	1
125	스페셜에디션에 베스트셀러여서 구매햇는데 ㄱ내용은 그냥그래요	0
126	소설은 처음이라 정독하는중 잘읽혀요 내용은 그냥 그래요	1
127	이야기 간 연계가 잘되있어서 작가가 정말 소설을 잘 쓴다고 생각했어요. 길이가 길어 살짝 지루했지만 아주 재밌게 잘 읽었어요	1
128	나미야 잡화점의 기적 잘 읽혀요	0
129	예전에 나왔을땐 그냥 읽기만하고 책 구매는 생각도 안했는데 봄날에디션 너무예뻐서 구매했습니다. 항상 읽을때마다 진한 여운을 주네여~	1
130	천천히 읽어보기 좋은 책인것 같아요.^^	1
131	좋아요!! 정말 좋아요!!	1
132	읽고 싶었던 책이였는데 구입하게 되어서 너무 좋아요~~	1
133	자기전에 읽으면 마음이 따뜻해지는 동화같은 소설	1
134	등장인물들의 관계들이 볼만하네요 가볍게읽기 좋아요	0
135	초6 딸아이가 재미있게 읽었다네요	1
136	마음이 따뜻해지고 술술 잘읽혀요~	1
137	베스트셀러는 역시 그 이유가 있는 거 같네요. 흥미로운 이야기 잘 읽었어요 :)	1
138	2010년대를 대표하던 베스트셀러인 만큼 내용 또한 훌륭함.	0
139	감동적인 얘기ㅠ♡ㅠ 마지막엔 정말 소름 돋았어요. 예전부터 읽고 싶었던 책인데 왜 이제야 읽었나 싶울 정도로 잘 읽었습니다. 남녀너소 누구나 좋아할 것 같아요. 책 소장하면서 친구들에게 빌려주거나 해야겠어요. 그 정도로 너무 좋은 책! 이번에 봄날 한정판으로 책이 넘 이쁘게 나왔길래 바로 샀는데 책이 정말 넘넘 예뻐요><	1
140	친구에게 선물로 주었어요	1
141	아이가 재밌게 읽네요. 좋은 것 같아요	1
142	"상담자 사연의 옴니버스 형식같아 보이지만	 서로의 인생에 영향을 주며받으며 살고있는 모습을 잘그린 감동이 있는 소설"	1
143	계속 읽어도 마음이 따뜻해지네요	1
144	금방 읽어요 한정판이 꽤 많군요	1
145	재밌어요~~~^^ 올해 읽은 책중에 최고입니다~!	1
146	최고의 책이었습니다.	1
147	좋아요 잘 읽을 수 있어요 추천드립니다^^	1
148	왜 꾸준히 베스트셀러인지..읽어보면 정답!	1
149	예전부터 구매하고 싶었던 책인데 봄날에디션으로 나왔길래 얼른 구매했어요 다시 읽어도 좋아요	1
150	재밌어요~~~^^ 올해 읽은 책중에 최고입니다~!	1
151	최고의 책이었습니다.	1
152	좋아요 잘 읽을 수 있어요 추천드립니다^^	1
153	왜 꾸준히 베스트셀러인지..읽어보면 정답!	1
154	예전부터 구매하고 싶었던 책인데 봄날에디션으로 나왔길래 얼른 구매했어요 다시 읽어도 좋아요	1
155	중학생 때 유명했었는데 드디어 읽어 보내요 재미있었어요	1
156	주변에서 추천을 많이 해줘서 구매했어요. 읽으면 편안해지는 책이네요.	1
157	예전에 한번 읽고 책을 팔아버렸는데 몇년 지나도 계속 생각 나더라구요..다시 구매 했습니다..이 작가는 항상 추리소설을 주로 쓰던데 나미야는 하나의 연결고리가 있으면서 전혀 다른 삶을 사는 너무나도 대단하다 느낀 소설입니다	1
158	재미있게 잘 읽었어요.	1
159	따뜻한 시선이 느껴지는 소설	1
160	독서 기록장 쓰려고 산 건데 생각보다 너무 재밌었어요	1
161	이 분 소설은 다 잘 읽히는거 같네요 마음이 따땃~~~~하네요	1
162	역시 필독도서인 이유가 있음	1
163	다시 읽어보는 것임에도 불구하고 역시 재밌어요.	1
164	평소에 읽고 싶었던 책이라 구매했어요 잘 읽혀서 하루만에 다 읽었어요	1
165	시간날때 틈틈히 읽고 있는데 잘 읽혀요^^	1
166	책과 영화 모두 좋아요	1
167	좋아요	1
168	재미있어요	1
169	힐링이 됩니다	1
170	내용을 읽으면서 이게 이부분이구나 하는 즐거움이 있습니다	1
171	좋은글은 사람의 마음을 따뜻하게 하네요^^	1
172	만족합니다	1
173	너무 재미있게 잘 읽었어요!!!	1
174	좋아요	1
175	좋아요	1
176	"나미야 잡화점의 기적❤️ 100쇄 기념으로 핑크핑크한 사랑스러운 땡큐 에디션으로 받아서 더 좋아요❤️ 봄날의 풍경을 담은 하드커버에 편지 봉투 재킷으로 포장되어 있고~ 귀여운 일러스트가 그려진 스티커	 포토카드	 책갈피도 들어있어서 받아보고 기분이 너무 좋았어요~!!^^ 나미야 잡화점의 기적은 정말 많은 사랑을 받은 베스트셀러로 유명하잖아요~!! 추천합니당❤️"	1
177	중단에 끊고 싶지 않은 책이다. 엄청 몰입해서 읽었더니 3시간도 안 걸린 것 같다. (땡큐 에디션 표지 엄청 예뻐요)	1
178	배송이 빠르고 잘 받았어요 책 표지가 예쁜 것 같아요 책을 아직 읽어보지 않았지만 기대돼요	1
179	깨끗한 책 잘 받았습니다~~	1
180	몇 년 전에 먼저 읽었고 이번엔 선물용으로 보냅니다~ 소설이라 그냥 편하면서도 가슴 찡하고 생각하게 하는 책이라 두번 읽었습니다~	1
181	재밌어요 잘 읽혔고 장편인데도 불구하고 너무 재밌고 가볍게 봤어요!!	1
182	"읽었던 책인데	 땡큐 에디션이 나와 소장용으로 구입했습니다. 또 읽어도 좋네요."	1
183	따뜻합니다	1
184	도서관에서 봤을땐 읽기 좀 망설여졌는데 구매해서 읽으니 술술 잘 읽히네요 책 표지도 너무 예뻐요~ 배송도 빠르고 파손없이 잘 도착했습니다 감사합니다^^	1
185	정말 감동적이면서도 재미있는 책이였습니다. 꼭 한 번 읽어보세요!	1
186	잘 읽히는 책 문장에 군더더기가 없다 내용들이 곧바로 상상이 되게끔 쓰여 있다	1
187	지인에게 추천받았어요 오래도록 사랑받는 책은 이유가 있습니다 에디션 너무 이뻐요	1
188	재밌습니다 잘 읽을게요	1
189	마음이 따뜻해지는 책이네요 빌려서 읽었는데 소장하고 싶어서 샀어요	1
190	매장에서는 땡큐에디션이 없어서 일반 책 받은게 아쉽네요~	0
191	에피소드 하나하나 모두 재미있었고 인물들간의 인연? 관계? 가 잘 얽혀있고 감동적이였다	1
192	모든 에피소드가 하나로 연결되는 놀라운 소설. 보통사람들의 이야기라서 더 담담하고 재미있게 읽었어요..	1
193	좋은책 잘 읽었습니다. 빠른 배송 감사합니다	1
194	"인생에 대해 다시한번 생각해보게 되는 책입니다. 과거	 현재	 미래. 이 모두가 함께 공존하는.. 말이 안되지만 말이 되는 이야기. 너무 재밌어뇽"	1
195	몇번을 읽어도 매번 온기가 느껴져요. 땡큐에디션 나와서 샀어요	1
196	기대됩니다	1
197	최고	1
198	좋습니다~	0
199	뒷이야기가 궁금해져서 자꾸 읽게되요	1
200	몇번을 읽어도 매번 온기가 느껴져요. 땡큐에디션 나와서 샀어요	1
201	기대됩니다	1
202	최고	1
203	좋습니다~	0
204	뒷이야기가 궁금해져서 자꾸 읽게되요	1
205	양장본이라 책도 예쁘고 가볍게 읽기 좋아요	1
206	에디션으로나와서 책이너무예뻐요ㅎ	1
207	구매 수가 높아서 한번사밧어요ㅎㅎ	1
208	너무 재밌게 읽었던 책이라 소장용으로 구매했어요	1
209	"처음 1장을 본 후 2장을 봤을 때 ""아..그냥 나미야 잡화점 이야기는 1장이 끝이구나.."" 싶었는데 읽다 보니까 이야기가 전부 이어져 있다는 걸 알게되었습니다. 더 이상 얘기하면 스포가 될 거 같아서 말은 못하지만 제가 읽은 히가시노 게이고 소설 중에 단연코 가장 재밌는 작품이라고 생각합니다. 정말 기발하고 마음이 따뜻해지는 소설이라고 생각해요 정말 강추합니다 :)"	1
210	예전에 도서관에서 빌려읽었는데 이번에 샀어요 다시봐도 재밌네요	1
211	재미있습니다	1
212	"매번 읽으려고 했던 책인데 이제야 읽었어요. 정말 빨리 읽었던거 같아요. 다음 얘기가 궁금해서 계속 펼쳐보았네요. 다 읽고 난 후	 다시 읽어야겠다는 생각이 바로 들어요!!"	1
213	좋아요	1
214	잘 봤습니다	0
215	이번에 땡큐 에디션 너무 예뻐서 선물용으로 샀어요 ㅎㅎ 어머니가 받고 너무 좋아하시네요! 이 책은 정말 유명하고 필력도 좋고 스토리 또한 완벽하니 추천합니다.	1
216	좋아요 ~ 잘읽혀요	0
217	재밌음	1
218	계속 쭉 읽게되는 책 역시 재밌습니다	1
219	읽고싶었는데 이시국이라 삼	1
220	영화보다 책이 재미있어요.	0
221	감사합니다	1
222	책 읽는것을 굉장히 싫어하고 책과 친하지 않는 사람인데 이번에 그런것들을 좀 없애보자 하고 일부러 소설책을 시컸는데 좀 술술 읽혀진다. 베스트 명작 이라고 하는 부분?까지는 아직 도달을 못했는데 조금 알것 같기도하다.	1
223	싸게 구매 좋아요 추천 합니다 좋아요	1
224	책이 예뻐서 구매하게 만드네요;;	1
225	추천받고 구매했는데 너무 잘읽히고 재밌어용	1
226	빠른배송 좋습니다. 크리스마스에 읽어보려고 주문했어요	1
227	"잘 읽히는 책을 선호하는데	 몰입도 잘 되고 오랜만에 집중해서 읽은 책입니다."	1
228	한편의 영화같던 이야기들	1
229	재있고 유익해요^^~~	1
230	누군가 내 말에 귀기울여 주기를 바란다면 읽기 좋은 책.	1
231	이제야 읽네요. 역시 책은 소설 읽을때가 제일 빠져듭니다.	1
232	히가시노 게이고 작품이 제가 읽었던 것 중에는 좋은게 있었고 그냥 그런게 있었는데 이건 좋은쪽이네요 선물로 주려고 구입했습니다	1
233	잠이안올때 읽어주면 10분만에잘수있어요 이야기도 포근하고뭔가 몽글몽글한거같아요 읽다자느라 다못읽어보긴했지만 책읽는거너무싫어해서 습관잡으려샀다가 일찍잘자는 착한어른이됐어요	1
234	잠이안올때읽으면 잠이솔솔와서 10분만에잘수있어요	1
235	히가시노게이고의글은믿고읽을수있는책이란생각이항상든다 쉽게편하게잘읽을수있는책	1
236	히가시노 게이고의 감동 포인트는 늘 예측이 되지 않아서 좋아요	1
237	제가 읽으려고 샀는데 아이가 먼저 읽고는 엄청 재미있다고 하네요	1
238	집에 똑같은있는데 에디션표지맘에들어서 너무이뻐요	1
239	믿고읽는 히가시노게이고	1
240	역시 최고 명작답네요	1
241	마음이 따뜻해지는 책이다 평생 소장하고 싶은 책	1
242	술술 읽히는책입니다	1
243	마음이 따뜻해지는 감동에 읽을때마다 눈물이 나는 책.	1
244	"저는 재미없는 책은 잘 읽지 않는 편이예요~ 이 작가님은 가독성도 좋고	 재미와 감동	 항상 기발한 반전을 주셔서 좋아합니다!"	1
245	술술 읽히고 너무 재밌어요!	1
246	잘 읽혀요 :)	1
247	흥미롭고 재미있게 읽은 책.	1
248	좋아요	1
249	마음 따뜻해지는 이야기	0
250	술술 읽히고 너무 재밌어요!	1
251	잘 읽혀요 :)	1
252	흥미롭고 재미있게 읽은 책.	1
253	좋아요	1
254	마음 따뜻해지는 이야기	0
255	가볍게 읽기 좋은 책입니다..	1
256	순식간에 빠져들어서 시간가는줄 모르고 읽었어요	1
257	베스트셀러인 이유가 있죠	1
258	좋아요 !!!	1
259	좋아요 잘 읽겠습니다	1
260	스테디 셀러는 다 이유가 있는 법이죠	1
261	차근차근 읽혀요 표지 덕에 시작부터 빠져든 기분이었어요	1
262	유용해요	1
263	약간 지루한 부분도 있는데 내용이 기발하고 참신해서 나름 재밌게 읽었어요 소장하고싶은책이에용	1
264	히가시노 책은 실망이 없습니다	1
265	맘편히 읽기 좋은 책입니다	1
266	재미있네요	1
267	감동이 있고 위안이 됩니다	1
268	말이 필요없는 ㅋ	1
269	유명한 베스트셀러 도서관에서 빌려보다 아이가 읽는다고해서 하나구입했어요~	1
270	마음이 따뜻해지는 판타지 소설	1
271	기대돼요 이제서야 샀네요	1
272	좋아요	1
273	따뜻한 감성이 전체적으로 흐르고 있어서 잘읽히고 담 내용이궁금해서 책을 놓기가 어렵네요. 나미야 잡화점 기적이 이 어려운 시절을 잠니나마 잊게 해 준다. 나두 보내고싶다.편지를 ...나미야백화점에...	1
274	이작가의책은 재밌어요 몇번더 읽구싶어 구매합니나	1
275	"읽은후 감동이 남는 책입니다.
중	고등학생인 자녀와 함께 읽어도 좋아요."	1
276	재밌게 잘 읽었어요!	1
277	정답이 정해져 있는것이 아니라 스스로가 어떻게 바라보고 어떻게 받아들이고 생각하기나름이라는 생각이 드는 책이네요 쉽게 잘 읽혀요	1
278	히가시노의 책은 용의자 x의 헌신만 읽었었는데 전혀 다른 분위기의 소설이라 신기하고 편하게 읽었습니다	0
279	굿	1
280	과거와 현재의 사람이 편지를 주고받는 신기한 소재이다 나미야 잡화점의 할아버지처럼 나도 누군가 조건없이 진심으로 내 고민을 들어줬으면 좋겠다	1
281	굳	1
282	굿	1
283	판타지 좋아하는 딸을 위해 구매했어요. 저도 같이 읽어야겠어요	1
284	워낙 유명한 작품이라서 구매했습니다. 한번쯤 읽어보면 좋을 책 인것 같아요:)	1
285	지금까지 읽어봐야지 생각만 하다가 이제야 읽네요 ㅠ	1
286	아이가 너무 좋아하는 책이예요	1
287	한번에 읽어내려갔네요.	1
288	좀..지루하긴 하네요 뭔가 활활 타오르게 빠질 구간이 엄써요 ㅜ	0
289	유명한 이유를 알거같아요 재밋어요	1
290	재미와 감동.	1
291	명성에 맞게 좋아용~~^^	1
292	밤새고 싶을때 이 책 펼치시면 됨^^	1
293	"타임루프	 열린엔딩
'그 편지는 당신의 인생에 어떤 영향을 끼쳤습니까? 도움이 되었을까요 아니면 아무 도움도 되지 못했을까요.'"	1
294	펴자마자 빨려들어가듯 끝나버렸다 위로를 주면서도 작가의 기발함이 돋보여 감탄하고 또 감탄했다 베스트셀러일 수 밖에 없는 책	1
295	"재밌게 잘 읽었습니다. 왜 베스트 셀러인지 알 것 같네요	."	1
296	아이가 재미있게 읽고 있어요	1
297	기대가 컸나보다. 별로 읽고 싶지 않았던 책인데 여기저기서 재밌다는 후기를 참 많이 봤다. 처음엔 좀 지루했으나 그냥 이야기가 궁금해서 단숨에 끝까지 읽긴했다.	0
298	베스트 셀러인 이유가 있네요 잘 읽었습니다.	1
299	아직 안 읽어봤지만 기대되네요	1
300	"재밌게 잘 읽었습니다. 왜 베스트 셀러인지 알 것 같네요	."	1
301	아이가 재미있게 읽고 있어요	1
302	기대가 컸나보다. 별로 읽고 싶지 않았던 책인데 여기저기서 재밌다는 후기를 참 많이 봤다. 처음엔 좀 지루했으나 그냥 이야기가 궁금해서 단숨에 끝까지 읽긴했다.	0
303	베스트 셀러인 이유가 있네요 잘 읽었습니다.	1
304	아직 안 읽어봤지만 기대되네요	1
305	좋아요	1
306	재미있어요 순식간에 읽혀요	1
307	나미야 잡화점이라는 과거와 현재의 시간이 공존하는 공간에서 과거와 현재가 서로 긍정적으로 영향을 미치는 모습을 허황되지 않게 묘사하고 있네요. 볼수록 빠져들게끔 하는 책이네요.	1
308	재밌어요	1
309	순식간에 읽은 책중 하나에요. 기발하고 재밌어요. 아주 좋습니다	1
310	재밌어요	1
311	마지막에 울뻔.. 책 잘 안읽는데 게이고작가 소설은 앉은자리에서 다봐요	1
312	꼭 읽고 싶었는데 이번 기회에 잘 읽어보겠습니다.	1
313	좋은책 감사합니다	1
314	나미야 잡화점의 기적	0
315	잼나요~ 저도 나미야 잡화점에 고민편지 보내고 싶네요^^	1
316	재밌어요	1
317	아이가 정말 좋아해요	1
318	교과서 일부분 글이 나와있어 아이가 관심있다고 구매했어요. 아이가 좋아하네여요	1
319	읽고 싶었던 책을 가지게되어 행복합니다.	1
320	히가시노 게이고는 많이 읽어보지 않았는데 역시 유명한 만큼 재밌네요!	1
321	친구한테 선물로 줬는데 좋아했어요. 추천합니다!	1
322	꼭 읽어봐야 할 책이네요	1
323	책 내용은 너무나도 좋은데 배송이 왔는데 책 윗부분이 조금 찌그러져서 왔네요..그래도 별로 안찌그러져서 괜찮습니다. 다음부터는 포장을 좀 더 잘 해서 보내주셨음 좋겠네요 ㅜㅜ	1
324	오랜만에 따뜻한 글을 읽었습니다. 감사합니다^^	1
325	스릴감 있고 연결이 잘 되어서 재밌어요 구성이 좋아요	1
326	재밌어요	1
327	기대되요~	0
328	아이가 두세번을 읽고도 소장하고 싶다고해서요	1
329	꾸준히읽기좋은책이네요	0
330	히가시고 게이고의 책은 이번이 처음인데 정말 단숨에 읽힐 정도로 시간가는 줄 모르고 보는 책입니다!	1
331	완전 최고	1
332	나미야잡화점이라는 것만으로도 몽글몽글 한 느낌. 모두의 간절한 마음이 나미야잡화점을 만나게 한게 아닐까	0
333	제 인생책입니다. 추리물을 별로 좋아하지 않아서 작가의 책을 읽지 않았었는데 친구의 추천으로 읽게 되었습니다. 여운이 오래 남는 잔잔한 책인 것 같아요. 강추드립니다.	1
334	역시 스테디 셀러 답게 재미있습니다.	1
335	아직 읽기전이지만 배송즉시 보려합니다. 오래전부터 읽고 싶었던 도서라서 기대가 큽니다. 작가를 믿습니다.	1
336	책은 유명해서 익숙했지만 지금 읽어보네요	1
337	뜻깊은 책이예요!!	0
338	기대됩니다	1
339	한장한장 잘읽히네요	1
340	글이 잘읽히고 스토리가 계속해서 보고싶은 내용이다	1
341	역시 베스트셀러	1
